bearing_id,design_id,material_batch_id,manufacturing_batch_id,assembly_id,maintenance_record_id,operation_hours,lubrication_age_ratio,design_risk_score,material_risk_score,manufacturing_risk_score,assembly_risk_score,operation_risk_score,inspection_id,inspection_risk_score,overall_lifecycle_risk,overall_lifecycle_risk_level
BRG-02941,BDES-00403,BMAT-00336,BMAN-00840,BASM-02941,BOPR-02941,1479.1,0.363,0.1631,0.173,0.4267,0.3045,0.1502,BINSP-02941,0.152,0.2511,medium
BRG-02942,BDES-00061,BMAT-00427,BMAN-00048,BASM-02942,BOPR-02942,974.2,0.5982,0.201,0.3448,0.1973,0.2193,0.2691,BINSP-02942,0.2531,0.2455,low
BRG-02943,BDES-00184,BMAT-00449,BMAN-01031,BASM-02943,BOPR-02943,2582.9,0.7152,0.3986,0.2838,0.2934,0.2433,0.3969,BINSP-02943,0.2898,0.3114,medium
BRG-02944,BDES-00253,BMAT-00474,BMAN-01019,BASM-02944,BOPR-02944,4106.0,0.5793,0.3543,0.2824,0.1923,0.4451,0.3792,BINSP-02944,0.2602,0.311,medium
BRG-02945,BDES-00155,BMAT-00409,BMAN-00186,BASM-02945,BOPR-02945,5063.4,0.1932,0.1242,0.2863,0.2722,0.2712,0.2231,BINSP-02945,0.2186,0.2399,low
BRG-02946,BDES-00689,BMAT-00192,BMAN-00983,BASM-02946,BOPR-02946,8595.0,0.1872,0.0347,0.1062,0.5059,0.4524,0.3258,BINSP-02946,0.2466,0.2934,medium
BRG-02947,BDES-00736,BMAT-00059,BMAN-00793,BASM-02947,BOPR-02947,3748.4,0.2813,0.3029,0.2962,0.341,0.4818,0.2761,BINSP-02947,0.3109,0.3405,medium
BRG-02948,BDES-00722,BMAT-00306,BMAN-00941,BASM-02948,BOPR-02948,3376.9,0.8366,0.3366,0.2012,0.2848,0.1606,0.435,BINSP-02948,0.2012,0.2637,medium
BRG-02949,BDES-00344,BMAT-00113,BMAN-00702,BASM-02949,BOPR-02949,3442.8,0.2847,0.25,0.0,0.4173,0.1946,0.2555,BINSP-02949,0.1952,0.2254,low
BRG-02950,BDES-00793,BMAT-00209,BMAN-01036,BASM-02950,BOPR-02950,668.8,0.8125,0.0988,0.2573,0.1743,0.3611,0.3536,BINSP-02950,0.2038,0.2369,low
BRG-02951,BDES-00138,BMAT-00060,BMAN-00827,BASM-02951,BOPR-02951,4610.0,1.0,0.361,0.3642,0.4524,0.3748,0.514,BINSP-02951,0.2941,0.3977,medium
BRG-02952,BDES-00345,BMAT-00461,BMAN-00085,BASM-02952,BOPR-02952,4420.4,0.4715,0.1477,0.1903,0.2816,0.3671,0.3732,BINSP-02952,0.3264,0.2728,medium
BRG-02953,BDES-00077,BMAT-00343,BMAN-01073,BASM-02953,BOPR-02953,1862.9,0.4682,0.0581,0.3533,0.1779,0.0738,0.2565,BINSP-02953,0.1714,0.1839,low
BRG-02954,BDES-00286,BMAT-00127,BMAN-00982,BASM-02954,BOPR-02954,1418.1,0.1538,0.046,0.2316,0.31,0.3403,0.026,BINSP-02954,0.1928,0.2117,low
BRG-02955,BDES-00648,BMAT-00285,BMAN-00612,BASM-02955,BOPR-02955,6863.1,0.617,0.1456,0.1481,0.1694,0.4014,0.4981,BINSP-02955,0.2186,0.2475,low
BRG-02956,BDES-00316,BMAT-00059,BMAN-00140,BASM-02956,BOPR-02956,2426.2,0.3937,0.0704,0.2962,0.3036,0.2416,0.2436,BINSP-02956,0.1947,0.2356,low
BRG-02957,BDES-00310,BMAT-00451,BMAN-00566,BASM-02957,BOPR-02957,2826.9,0.4419,0.1394,0.3762,0.2672,0.1755,0.3057,BINSP-02957,0.2725,0.2572,medium
BRG-02958,BDES-00416,BMAT-00077,BMAN-00403,BASM-02958,BOPR-02958,4121.4,0.4366,0.0,0.3369,0.4643,0.3712,0.32,BINSP-02958,0.2294,0.307,medium
BRG-02959,BDES-00635,BMAT-00365,BMAN-01115,BASM-02959,BOPR-02959,5852.3,0.3018,0.1579,0.2427,0.1562,0.2475,0.3775,BINSP-02959,0.2388,0.225,low
BRG-02960,BDES-00652,BMAT-00427,BMAN-00526,BASM-02960,BOPR-02960,4078.9,0.1991,0.0744,0.3448,0.3457,0.1768,0.2026,BINSP-02960,0.1715,0.2371,low
BRG-02961,BDES-00117,BMAT-00381,BMAN-01171,BASM-02961,BOPR-02961,1037.5,0.2201,0.2992,0.2986,0.3349,0.1776,0.169,BINSP-02961,0.1887,0.2591,medium
BRG-02962,BDES-00116,BMAT-00325,BMAN-00672,BASM-02962,BOPR-02962,2192.0,0.1521,0.0744,0.3388,0.2627,0.5815,0.1207,BINSP-02962,0.2027,0.2821,medium
BRG-02963,BDES-00653,BMAT-00198,BMAN-01008,BASM-02963,BOPR-02963,5136.6,0.135,0.0576,0.1244,0.2643,0.4238,0.2295,BINSP-02963,0.2136,0.2227,low
BRG-02964,BDES-00626,BMAT-00393,BMAN-00137,BASM-02964,BOPR-02964,1282.0,0.6182,0.1415,0.1119,0.2547,0.5265,0.284,BINSP-02964,0.2314,0.2581,medium
BRG-02965,BDES-00583,BMAT-00490,BMAN-00207,BASM-02965,BOPR-02965,2936.9,0.1099,0.2102,0.3299,0.3174,0.5713,0.0484,BINSP-02965,0.3025,0.3147,medium
BRG-02966,BDES-00765,BMAT-00234,BMAN-00846,BASM-02966,BOPR-02966,6025.9,0.9366,0.0984,0.0775,0.2427,0.2764,0.5077,BINSP-02966,0.1268,0.2128,low
BRG-02967,BDES-00466,BMAT-00295,BMAN-01189,BASM-02967,BOPR-02967,6736.5,0.1543,0.2868,0.4106,0.4014,0.5915,0.2945,BINSP-02967,0.3733,0.4035,medium
BRG-02968,BDES-00152,BMAT-00114,BMAN-00883,BASM-02968,BOPR-02968,2715.7,0.2223,0.0832,0.0749,0.3833,0.5857,0.1306,BINSP-02968,0.2227,0.2637,medium
BRG-02969,BDES-00639,BMAT-00343,BMAN-00351,BASM-02969,BOPR-02969,1824.5,0.4554,0.0942,0.3533,0.2117,0.048,0.2559,BINSP-02969,0.1906,0.1949,low
BRG-02970,BDES-00413,BMAT-00239,BMAN-00206,BASM-02970,BOPR-02970,2456.0,0.6623,0.0475,0.2626,0.1837,0.2238,0.3318,BINSP-02970,0.2011,0.2044,low
BRG-02971,BDES-00594,BMAT-00486,BMAN-01164,BASM-02971,BOPR-02971,1913.7,0.4719,0.1007,0.1484,0.3485,0.2633,0.3142,BINSP-02971,0.1788,0.2324,low
BRG-02972,BDES-00696,BMAT-00195,BMAN-01137,BASM-02972,BOPR-02972,1856.6,0.6622,0.1555,0.1306,0.384,0.6632,0.398,BINSP-02972,0.2468,0.335,medium
BRG-02973,BDES-00174,BMAT-00464,BMAN-00218,BASM-02973,BOPR-02973,4516.4,0.266,0.0022,0.321,0.6216,0.1352,0.3049,BINSP-02973,0.1969,0.2944,medium
BRG-02974,BDES-00176,BMAT-00296,BMAN-00556,BASM-02974,BOPR-02974,4861.5,0.6688,0.2345,0.3111,0.4295,0.2159,0.3717,BINSP-02974,0.2686,0.3131,medium
BRG-02975,BDES-00706,BMAT-00364,BMAN-00245,BASM-02975,BOPR-02975,3186.7,0.5519,0.0819,0.0453,0.498,0.2672,0.3304,BINSP-02975,0.1829,0.2477,low
BRG-02976,BDES-00469,BMAT-00251,BMAN-00401,BASM-02976,BOPR-02976,3192.8,0.0805,0.2387,0.3674,0.3171,0.1651,0.1409,BINSP-02976,0.1925,0.2537,medium
BRG-02977,BDES-00499,BMAT-00476,BMAN-00948,BASM-02977,BOPR-02977,6775.8,0.6659,0.2329,0.2157,0.4037,0.2098,0.4535,BINSP-02977,0.2354,0.293,medium
BRG-02978,BDES-00738,BMAT-00140,BMAN-00208,BASM-02978,BOPR-02978,5840.1,0.2089,0.284,0.3102,0.1644,0.2719,0.3169,BINSP-02978,0.2902,0.2629,medium
BRG-02979,BDES-00545,BMAT-00414,BMAN-00886,BASM-02979,BOPR-02979,5586.4,0.2409,0.0475,0.1196,0.2184,0.2424,0.2952,BINSP-02979,0.1687,0.1799,low
BRG-02980,BDES-00082,BMAT-00155,BMAN-00018,BASM-02980,BOPR-02980,3349.5,0.4531,0.0929,0.1343,0.4334,0.3081,0.3031,BINSP-02980,0.1827,0.2558,medium
BRG-02981,BDES-00515,BMAT-00065,BMAN-00745,BASM-02981,BOPR-02981,3971.8,0.3723,0.2377,0.2774,0.2652,0.417,0.2889,BINSP-02981,0.2689,0.2938,medium
BRG-02982,BDES-00763,BMAT-00056,BMAN-00661,BASM-02982,BOPR-02982,1792.8,0.3444,0.1603,0.1638,0.264,0.4564,0.2491,BINSP-02982,0.2037,0.2542,medium
BRG-02983,BDES-00014,BMAT-00200,BMAN-01066,BASM-02983,BOPR-02983,6100.4,0.3947,0.3018,0.2473,0.33,0.1916,0.3943,BINSP-02983,0.2545,0.2842,medium
BRG-02984,BDES-00094,BMAT-00428,BMAN-00667,BASM-02984,BOPR-02984,1366.7,0.5777,0.1799,0.0726,0.1689,0.3249,0.3007,BINSP-02984,0.186,0.197,low
BRG-02985,BDES-00476,BMAT-00270,BMAN-00048,BASM-02985,BOPR-02985,2918.6,0.7824,0.2104,0.1366,0.1973,0.3828,0.382,BINSP-02985,0.2313,0.2462,low
BRG-02986,BDES-00555,BMAT-00292,BMAN-00929,BASM-02986,BOPR-02986,3234.3,0.1038,0.3015,0.1444,0.3243,0.2211,0.137,BINSP-02986,0.2098,0.2322,low
BRG-02987,BDES-00496,BMAT-00290,BMAN-00751,BASM-02987,BOPR-02987,3496.2,0.3738,0.1472,0.1929,0.4915,0.164,0.2693,BINSP-02987,0.1999,0.2619,medium
BRG-02988,BDES-00632,BMAT-00021,BMAN-00142,BASM-02988,BOPR-02988,5860.3,0.8165,0.0821,0.0993,0.2985,0.2104,0.4941,BINSP-02988,0.2193,0.2237,low
BRG-02989,BDES-00084,BMAT-00373,BMAN-00903,BASM-02989,BOPR-02989,1243.0,0.3115,0.1139,0.1153,0.1963,0.2051,0.192,BINSP-02989,0.1828,0.1666,low
BRG-02990,BDES-00037,BMAT-00214,BMAN-00915,BASM-02990,BOPR-02990,2266.4,0.5879,0.0574,0.0847,0.36,0.406,0.3319,BINSP-02990,0.3036,0.2558,medium
BRG-02991,BDES-00599,BMAT-00053,BMAN-00523,BASM-02991,BOPR-02991,4299.2,0.7363,0.2258,0.2467,0.1411,0.2758,0.4561,BINSP-02991,0.1902,0.2427,low
BRG-02992,BDES-00405,BMAT-00258,BMAN-00131,BASM-02992,BOPR-02992,6164.8,0.1596,0.1115,0.112,0.3405,0.164,0.2962,BINSP-02992,0.1864,0.2057,low
BRG-02993,BDES-00446,BMAT-00017,BMAN-00170,BASM-02993,BOPR-02993,8484.6,0.7379,0.189,0.0665,0.4944,0.2425,0.5705,BINSP-02993,0.2171,0.296,medium
BRG-02994,BDES-00274,BMAT-00347,BMAN-00910,BASM-02994,BOPR-02994,5089.2,0.194,0.2594,0.2629,0.2958,0.2898,0.2722,BINSP-02994,0.2426,0.2742,medium
BRG-02995,BDES-00694,BMAT-00029,BMAN-00398,BASM-02995,BOPR-02995,2180.6,0.7007,0.0373,0.0644,0.3176,0.4976,0.3306,BINSP-02995,0.1715,0.2415,low
BRG-02996,BDES-00123,BMAT-00114,BMAN-00482,BASM-02996,BOPR-02996,3481.7,0.229,0.1232,0.0749,0.3619,0.3859,0.1512,BINSP-02996,0.2009,0.2292,low
BRG-02997,BDES-00228,BMAT-00026,BMAN-00992,BASM-02997,BOPR-02997,4388.6,0.187,0.1383,0.3106,0.2177,0.3077,0.2099,BINSP-02997,0.2026,0.2373,low
BRG-02998,BDES-00603,BMAT-00412,BMAN-00199,BASM-02998,BOPR-02998,3509.8,0.4363,0.0395,0.236,0.2149,0.4536,0.2825,BINSP-02998,0.201,0.2407,low
BRG-02999,BDES-00097,BMAT-00215,BMAN-00746,BASM-02999,BOPR-02999,4592.8,0.2956,0.0831,0.1263,0.3461,0.361,0.2723,BINSP-02999,0.1921,0.2385,low
BRG-03000,BDES-00392,BMAT-00333,BMAN-00495,BASM-03000,BOPR-03000,669.0,0.9271,0.1622,0.123,0.2838,0.4276,0.401,BINSP-03000,0.2376,0.2675,medium
BRG-03001,BDES-00337,BMAT-00167,BMAN-00771,BASM-03001,BOPR-03001,884.7,0.9078,0.0314,0.1316,0.2571,0.3508,0.403,BINSP-03001,0.2017,0.2247,low
BRG-03002,BDES-00206,BMAT-00126,BMAN-00961,BASM-03002,BOPR-03002,4010.5,0.5901,0.0501,0.1398,0.1892,0.1879,0.4165,BINSP-03002,0.1796,0.1831,low
BRG-03003,BDES-00431,BMAT-00100,BMAN-00502,BASM-03003,BOPR-03003,2396.1,0.6941,0.1665,0.0587,0.2709,0.3671,0.3681,BINSP-03003,0.1609,0.2297,low
BRG-03004,BDES-00271,BMAT-00429,BMAN-00888,BASM-03004,BOPR-03004,6210.6,0.4906,0.4068,0.1221,0.2829,0.2782,0.3895,BINSP-03004,0.2813,0.2824,medium
BRG-03005,BDES-00481,BMAT-00183,BMAN-00899,BASM-03005,BOPR-03005,4790.7,0.4208,0.0222,0.1077,0.4027,0.0373,0.2205,BINSP-03005,0.1478,0.1697,low
BRG-03006,BDES-00550,BMAT-00053,BMAN-00353,BASM-03006,BOPR-03006,1784.3,0.698,0.028,0.2467,0.1734,0.2196,0.3886,BINSP-03006,0.2307,0.2047,low
BRG-03007,BDES-00080,BMAT-00381,BMAN-00745,BASM-03007,BOPR-03007,2176.9,0.2129,0.3055,0.2986,0.2652,0.2294,0.2118,BINSP-03007,0.2169,0.2606,medium
BRG-03008,BDES-00757,BMAT-00259,BMAN-00325,BASM-03008,BOPR-03008,3988.0,0.5883,0.0407,0.1138,0.2751,0.2347,0.3352,BINSP-03008,0.2028,0.198,low
BRG-03009,BDES-00638,BMAT-00181,BMAN-00542,BASM-03009,BOPR-03009,4594.6,0.2452,0.0679,0.2171,0.2889,0.2522,0.2337,BINSP-03009,0.1956,0.2166,low
BRG-03010,BDES-00206,BMAT-00134,BMAN-00741,BASM-03010,BOPR-03010,2878.1,0.1871,0.0501,0.1011,0.1918,0.329,0.1454,BINSP-03010,0.1762,0.1686,low
BRG-03011,BDES-00526,BMAT-00248,BMAN-01088,BASM-03011,BOPR-03011,3288.1,0.3534,0.2232,0.2886,0.3802,0.2356,0.2289,BINSP-03011,0.2608,0.2806,medium
BRG-03012,BDES-00554,BMAT-00215,BMAN-00458,BASM-03012,BOPR-03012,1821.3,0.4836,0.0058,0.1263,0.1908,0.3738,0.2265,BINSP-03012,0.2141,0.1879,low
BRG-03013,BDES-00416,BMAT-00171,BMAN-00237,BASM-03013,BOPR-03013,1627.8,0.3705,0.0,0.1006,0.2685,0.2806,0.2317,BINSP-03013,0.1083,0.1737,low
BRG-03014,BDES-00222,BMAT-00041,BMAN-00357,BASM-03014,BOPR-03014,1984.9,0.4282,0.0729,0.131,0.2497,0.1735,0.2388,BINSP-03014,0.1913,0.1768,low
BRG-03015,BDES-00532,BMAT-00187,BMAN-00263,BASM-03015,BOPR-03015,717.4,0.2149,0.1304,0.214,0.3194,0.1495,0.0686,BINSP-03015,0.1489,0.1904,low
BRG-03016,BDES-00697,BMAT-00058,BMAN-00354,BASM-03016,BOPR-03016,4853.7,0.6616,0.3761,0.0822,0.1714,0.4949,0.4044,BINSP-03016,0.2449,0.2799,medium
BRG-03017,BDES-00032,BMAT-00286,BMAN-00530,BASM-03017,BOPR-03017,3359.3,0.1014,0.1431,0.4685,0.1558,0.3159,0.0749,BINSP-03017,0.1944,0.2393,low
BRG-03018,BDES-00703,BMAT-00026,BMAN-00863,BASM-03018,BOPR-03018,2492.9,0.2843,0.1581,0.3106,0.4264,0.0233,0.2508,BINSP-03018,0.2018,0.2442,low
BRG-03019,BDES-00236,BMAT-00473,BMAN-00728,BASM-03019,BOPR-03019,3572.5,1.0,0.3579,0.2541,0.2877,0.4896,0.4841,BINSP-03019,0.3971,0.3631,medium
BRG-03020,BDES-00311,BMAT-00480,BMAN-00910,BASM-03020,BOPR-03020,3913.4,0.4066,0.0335,0.0955,0.2958,0.1419,0.2808,BINSP-03020,0.1505,0.1697,low
BRG-03021,BDES-00486,BMAT-00445,BMAN-00479,BASM-03021,BOPR-03021,1713.0,0.7967,0.0,0.1671,0.3637,0.5495,0.3667,BINSP-03021,0.2782,0.2914,medium
BRG-03022,BDES-00685,BMAT-00367,BMAN-00730,BASM-03022,BOPR-03022,6350.9,0.0352,0.1156,0.0746,0.4345,0.3832,0.24,BINSP-03022,0.2629,0.2618,medium
BRG-03023,BDES-00306,BMAT-00325,BMAN-01103,BASM-03023,BOPR-03023,2561.5,0.566,0.0747,0.3388,0.4951,0.2921,0.3049,BINSP-03023,0.2607,0.3138,medium
BRG-03024,BDES-00145,BMAT-00389,BMAN-00812,BASM-03024,BOPR-03024,9401.2,0.1219,0.3352,0.2793,0.1302,0.3027,0.3261,BINSP-03024,0.2208,0.2564,medium
BRG-03025,BDES-00231,BMAT-00446,BMAN-01049,BASM-03025,BOPR-03025,6395.7,0.3991,0.064,0.1619,0.1822,0.1888,0.318,BINSP-03025,0.2212,0.1806,low
BRG-03026,BDES-00214,BMAT-00268,BMAN-00790,BASM-03026,BOPR-03026,4019.2,0.1497,0.0083,0.315,0.2098,0.2696,0.1434,BINSP-03026,0.2203,0.2024,low
BRG-03027,BDES-00363,BMAT-00023,BMAN-00982,BASM-03027,BOPR-03027,2634.3,0.8595,0.092,0.169,0.31,0.1193,0.4843,BINSP-03027,0.1857,0.2211,low
BRG-03028,BDES-00780,BMAT-00085,BMAN-00483,BASM-03028,BOPR-03028,6875.0,0.0594,0.2794,0.2602,0.3293,0.2255,0.2548,BINSP-03028,0.2348,0.2704,medium
BRG-03029,BDES-00407,BMAT-00251,BMAN-00077,BASM-03029,BOPR-03029,2309.2,0.3154,0.2334,0.3674,0.3995,0.1274,0.1981,BINSP-03029,0.2215,0.2756,medium
BRG-03030,BDES-00503,BMAT-00231,BMAN-00708,BASM-03030,BOPR-03030,4531.8,0.6337,0.1229,0.1018,0.169,0.1902,0.3755,BINSP-03030,0.2242,0.1823,low
BRG-03031,BDES-00577,BMAT-00021,BMAN-00248,BASM-03031,BOPR-03031,1556.3,0.8314,0.292,0.0993,0.1661,0.4532,0.3556,BINSP-03031,0.2086,0.2516,medium
BRG-03032,BDES-00189,BMAT-00158,BMAN-01195,BASM-03032,BOPR-03032,701.0,0.1051,0.0478,0.5505,0.2734,0.4086,0.0496,BINSP-03032,0.2552,0.2884,medium
BRG-03033,BDES-00634,BMAT-00433,BMAN-00108,BASM-03033,BOPR-03033,5691.4,0.2015,0.0432,0.2264,0.2942,0.2948,0.1945,BINSP-03033,0.1891,0.2181,low
BRG-03034,BDES-00245,BMAT-00223,BMAN-00662,BASM-03034,BOPR-03034,3844.4,0.4434,0.0283,0.3829,0.1867,0.3099,0.3466,BINSP-03034,0.237,0.247,low
BRG-03035,BDES-00292,BMAT-00105,BMAN-01029,BASM-03035,BOPR-03035,3953.7,0.3369,0.1158,0.294,0.4648,0.2213,0.2279,BINSP-03035,0.2038,0.2764,medium
BRG-03036,BDES-00652,BMAT-00225,BMAN-00661,BASM-03036,BOPR-03036,5377.0,0.2645,0.0744,0.2972,0.264,0.3263,0.2966,BINSP-03036,0.1783,0.2469,low
BRG-03037,BDES-00361,BMAT-00490,BMAN-01125,BASM-03037,BOPR-03037,1012.4,0.2302,0.0515,0.3299,0.2556,0.4257,0.1873,BINSP-03037,0.2027,0.2549,medium
BRG-03038,BDES-00347,BMAT-00305,BMAN-00527,BASM-03038,BOPR-03038,3498.2,0.7482,0.4314,0.2837,0.3211,0.1296,0.3821,BINSP-03038,0.2335,0.2954,medium
BRG-03039,BDES-00092,BMAT-00085,BMAN-00801,BASM-03039,BOPR-03039,4540.0,0.1636,0.1997,0.2602,0.2819,0.4907,0.1911,BINSP-03039,0.2597,0.2889,medium
BRG-03040,BDES-00114,BMAT-00394,BMAN-01197,BASM-03040,BOPR-03040,3361.5,0.087,0.338,0.2132,0.3119,0.1769,0.1129,BINSP-03040,0.194,0.2364,low
BRG-03041,BDES-00052,BMAT-00095,BMAN-00089,BASM-03041,BOPR-03041,4054.2,0.2399,0.1549,0.2409,0.295,0.4204,0.2698,BINSP-03041,0.27,0.2788,medium
BRG-03042,BDES-00649,BMAT-00207,BMAN-01135,BASM-03042,BOPR-03042,2146.8,0.2038,0.0,0.2932,0.1619,0.1467,0.1353,BINSP-03042,0.1172,0.1519,low
BRG-03043,BDES-00161,BMAT-00052,BMAN-00492,BASM-03043,BOPR-03043,5669.4,0.4577,0.0796,0.361,0.233,0.1905,0.3504,BINSP-03043,0.2054,0.2377,low
BRG-03044,BDES-00269,BMAT-00223,BMAN-01143,BASM-03044,BOPR-03044,2822.5,0.3129,0.1775,0.3829,0.2953,0.1175,0.203,BINSP-03044,0.2063,0.242,low
BRG-03045,BDES-00683,BMAT-00139,BMAN-00751,BASM-03045,BOPR-03045,1021.8,0.3057,0.0447,0.4088,0.4915,0.4516,0.1355,BINSP-03045,0.2552,0.3299,medium
BRG-03046,BDES-00636,BMAT-00440,BMAN-00931,BASM-03046,BOPR-03046,2281.1,0.2805,0.2142,0.3441,0.4035,0.239,0.2577,BINSP-03046,0.2219,0.2961,medium
BRG-03047,BDES-00760,BMAT-00350,BMAN-00647,BASM-03047,BOPR-03047,2384.4,0.9043,0.2498,0.1903,0.5545,0.4119,0.457,BINSP-03047,0.3034,0.3704,medium
BRG-03048,BDES-00273,BMAT-00044,BMAN-00549,BASM-03048,BOPR-03048,1630.0,0.4121,0.0306,0.1252,0.2141,0.2071,0.2098,BINSP-03048,0.1573,0.1595,low
BRG-03049,BDES-00359,BMAT-00498,BMAN-00513,BASM-03049,BOPR-03049,5710.8,0.43,0.1404,0.138,0.2644,0.3303,0.4083,BINSP-03049,0.1974,0.2417,low
BRG-03050,BDES-00383,BMAT-00189,BMAN-00053,BASM-03050,BOPR-03050,3375.8,0.3635,0.3715,0.2351,0.149,0.2035,0.2559,BINSP-03050,0.184,0.228,low
BRG-03051,BDES-00535,BMAT-00012,BMAN-00978,BASM-03051,BOPR-03051,2430.1,0.2103,0.0213,0.1533,0.1878,0.223,0.1873,BINSP-03051,0.136,0.1554,low
BRG-03052,BDES-00077,BMAT-00181,BMAN-01073,BASM-03052,BOPR-03052,7680.2,1.0,0.0581,0.2171,0.1779,0.2497,0.6564,BINSP-03052,0.1944,0.2386,low
BRG-03053,BDES-00428,BMAT-00477,BMAN-00727,BASM-03053,BOPR-03053,3008.8,0.3907,0.1373,0.2304,0.3333,0.1737,0.2416,BINSP-03053,0.2706,0.2354,low
BRG-03054,BDES-00177,BMAT-00493,BMAN-00694,BASM-03054,BOPR-03054,5947.7,0.4865,0.1841,0.3879,0.4091,0.0618,0.3691,BINSP-03054,0.2348,0.2841,medium
BRG-03055,BDES-00059,BMAT-00441,BMAN-00602,BASM-03055,BOPR-03055,7739.4,0.7947,0.2928,0.3685,0.3332,0.2341,0.5653,BINSP-03055,0.2064,0.3311,medium
BRG-03056,BDES-00648,BMAT-00235,BMAN-00997,BASM-03056,BOPR-03056,3168.9,0.3093,0.1456,0.3902,0.1989,0.3376,0.2228,BINSP-03056,0.1939,0.256,medium
BRG-03057,BDES-00605,BMAT-00421,BMAN-00917,BASM-03057,BOPR-03057,3363.8,0.7509,0.2408,0.1128,0.1846,0.6819,0.3474,BINSP-03057,0.2776,0.2976,medium
BRG-03058,BDES-00609,BMAT-00105,BMAN-00175,BASM-03058,BOPR-03058,1699.0,0.6453,0.2425,0.294,0.414,0.3077,0.2342,BINSP-03058,0.2062,0.3011,medium
BRG-03059,BDES-00493,BMAT-00340,BMAN-00277,BASM-03059,BOPR-03059,1640.5,0.7318,0.0422,0.0904,0.3276,0.3335,0.3769,BINSP-03059,0.1905,0.2278,low
BRG-03060,BDES-00225,BMAT-00311,BMAN-00718,BASM-03060,BOPR-03060,6060.7,0.3436,0.208,0.1402,0.175,0.2995,0.3466,BINSP-03060,0.2148,0.2203,low
BRG-03061,BDES-00188,BMAT-00089,BMAN-00253,BASM-03061,BOPR-03061,2858.8,0.1425,0.0473,0.1336,0.5247,0.42,0.1589,BINSP-03061,0.2004,0.2749,medium
BRG-03062,BDES-00082,BMAT-00017,BMAN-00800,BASM-03062,BOPR-03062,3980.7,0.2522,0.0929,0.0665,0.4085,0.2807,0.2182,BINSP-03062,0.177,0.2206,low
BRG-03063,BDES-00785,BMAT-00259,BMAN-01164,BASM-03063,BOPR-03063,5350.4,0.4717,0.0401,0.1138,0.3485,0.3251,0.2641,BINSP-03063,0.1777,0.2208,low
BRG-03064,BDES-00062,BMAT-00332,BMAN-00421,BASM-03064,BOPR-03064,1836.4,0.4625,0.0526,0.3472,0.2132,0.5911,0.2362,BINSP-03064,0.2187,0.2856,medium
BRG-03065,BDES-00748,BMAT-00444,BMAN-00272,BASM-03065,BOPR-03065,3333.9,0.5971,0.1887,0.2758,0.3548,0.115,0.3431,BINSP-03065,0.2566,0.258,medium
BRG-03066,BDES-00564,BMAT-00348,BMAN-00158,BASM-03066,BOPR-03066,1749.1,0.1919,0.0753,0.139,0.2982,0.1602,0.1448,BINSP-03066,0.144,0.172,low
BRG-03067,BDES-00591,BMAT-00348,BMAN-00666,BASM-03067,BOPR-03067,6061.8,0.0911,0.0702,0.139,0.2488,0.295,0.2779,BINSP-03067,0.2281,0.208,low
BRG-03068,BDES-00577,BMAT-00097,BMAN-00282,BASM-03068,BOPR-03068,1223.1,0.5216,0.292,0.1363,0.2433,0.1295,0.3043,BINSP-03068,0.1755,0.2097,low
BRG-03069,BDES-00139,BMAT-00467,BMAN-00363,BASM-03069,BOPR-03069,5452.1,0.593,0.0453,0.2526,0.2469,0.1677,0.4221,BINSP-03069,0.1634,0.2142,low
BRG-03070,BDES-00347,BMAT-00008,BMAN-00204,BASM-03070,BOPR-03070,6533.0,0.8204,0.4314,0.094,0.2448,0.4599,0.5781,BINSP-03070,0.2374,0.3225,medium
BRG-03071,BDES-00674,BMAT-00107,BMAN-00648,BASM-03071,BOPR-03071,3823.0,0.3868,0.149,0.1156,0.1953,0.6516,0.2918,BINSP-03071,0.2573,0.2719,medium
BRG-03072,BDES-00212,BMAT-00253,BMAN-00985,BASM-03072,BOPR-03072,1488.8,0.516,0.1116,0.096,0.4536,0.4271,0.2932,BINSP-03072,0.2457,0.2826,medium
BRG-03073,BDES-00524,BMAT-00241,BMAN-00513,BASM-03073,BOPR-03073,5435.5,0.1349,0.1471,0.0945,0.2644,0.1469,0.2223,BINSP-03073,0.1566,0.1747,low
BRG-03074,BDES-00180,BMAT-00282,BMAN-00095,BASM-03074,BOPR-03074,2865.9,0.241,0.0958,0.1038,0.2281,0.2109,0.1968,BINSP-03074,0.1783,0.1702,low
BRG-03075,BDES-00493,BMAT-00437,BMAN-00130,BASM-03075,BOPR-03075,1974.7,0.2358,0.0422,0.499,0.2458,0.2572,0.1415,BINSP-03075,0.2058,0.2494,low
BRG-03076,BDES-00656,BMAT-00427,BMAN-00767,BASM-03076,BOPR-03076,1705.3,1.0,0.1939,0.3448,0.3029,0.1929,0.4384,BINSP-03076,0.2475,0.2848,medium
BRG-03077,BDES-00118,BMAT-00254,BMAN-00124,BASM-03077,BOPR-03077,4692.8,0.168,0.1866,0.1087,0.3277,0.3896,0.2419,BINSP-03077,0.2955,0.259,medium
BRG-03078,BDES-00396,BMAT-00030,BMAN-00058,BASM-03078,BOPR-03078,3802.6,0.2389,0.1582,0.1025,0.2936,0.3288,0.2123,BINSP-03078,0.1838,0.2193,low
BRG-03079,BDES-00465,BMAT-00239,BMAN-01190,BASM-03079,BOPR-03079,4233.0,0.4637,0.1471,0.2626,0.2857,0.4363,0.3306,BINSP-03079,0.2794,0.2908,medium
