assembly_id,interference_fit,preload,alignment_error,operator_id,station_id,assembly_risk_score,assembly_risk_level
BASM-03061,0.0332,0.597,0.0264,OP-B-142,ST-B-20,0.42,medium
BASM-03062,0.0079,1.31,0.022,OP-B-011,ST-B-14,0.2807,medium
BASM-03063,0.0147,0.586,0.044,OP-B-125,ST-B-05,0.3251,medium
BASM-03064,0.0066,1.413,0.1639,OP-B-098,ST-B-20,0.5911,high
BASM-03065,0.012,1.017,0.0233,OP-B-071,ST-B-20,0.115,low
BASM-03066,0.0235,0.858,0.0458,OP-B-018,ST-B-28,0.1602,low
BASM-03067,0.021,0.515,0.0299,OP-B-067,ST-B-20,0.295,medium
BASM-03068,0.0146,0.916,0.0331,OP-B-073,ST-B-11,0.1295,low
BASM-03069,0.0213,1.132,0.0439,OP-B-037,ST-B-28,0.1677,low
BASM-03070,0.0381,1.207,0.0373,OP-B-014,ST-B-15,0.4599,medium
BASM-03071,-0.006,0.444,0.059,OP-B-053,ST-B-07,0.6516,high
BASM-03072,0.0354,1.114,0.0794,OP-B-134,ST-B-29,0.4271,medium
BASM-03073,0.0161,1.078,0.0433,OP-B-017,ST-B-04,0.1469,low
BASM-03074,0.0242,1.292,0.0437,OP-B-107,ST-B-17,0.2109,low
BASM-03075,0.0261,0.894,0.0517,OP-B-011,ST-B-09,0.2572,medium
BASM-03076,0.0146,0.693,0.0097,OP-B-108,ST-B-20,0.1929,low
BASM-03077,0.0277,0.555,0.0696,OP-B-115,ST-B-19,0.3896,medium
BASM-03078,0.0191,0.907,0.1191,OP-B-025,ST-B-26,0.3288,medium
BASM-03079,0.0084,1.711,0.0367,OP-B-045,ST-B-30,0.4363,medium
BASM-03080,0.0285,1.337,0.0214,OP-B-020,ST-B-24,0.3003,medium
BASM-03081,0.0272,0.627,0.0928,OP-B-048,ST-B-05,0.4225,medium
BASM-03082,0.0205,0.854,0.0802,OP-B-013,ST-B-22,0.2936,medium
BASM-03083,0.02,0.693,0.0542,OP-B-007,ST-B-22,0.2848,medium
BASM-03084,0.0148,1.606,0.0601,OP-B-132,ST-B-15,0.4172,medium
BASM-03085,0.0187,0.92,0.1551,OP-B-073,ST-B-04,0.3112,medium
BASM-03086,0.0271,0.785,0.1044,OP-B-047,ST-B-29,0.452,medium
BASM-03087,0.0118,0.944,0.0091,OP-B-072,ST-B-12,0.1694,low
BASM-03088,0.031,1.486,0.0203,OP-B-069,ST-B-14,0.3395,medium
BASM-03089,0.0223,1.677,0.038,OP-B-110,ST-B-03,0.3671,medium
BASM-03090,0.028,0.996,0.0939,OP-B-046,ST-B-03,0.3908,medium
BASM-03091,0.0306,0.944,0.1173,OP-B-123,ST-B-09,0.4508,medium
BASM-03092,0.0341,1.111,0.0219,OP-B-119,ST-B-13,0.3337,medium
BASM-03093,0.0091,1.31,0.0544,OP-B-126,ST-B-22,0.3396,medium
BASM-03094,0.0238,1.254,0.0201,OP-B-134,ST-B-12,0.1566,low
BASM-03095,0.0206,1.581,0.0325,OP-B-071,ST-B-07,0.3395,medium
BASM-03096,0.0119,1.139,0.0268,OP-B-043,ST-B-12,0.1684,low
BASM-03097,0.0149,1.354,0.0184,OP-B-089,ST-B-11,0.1286,low
BASM-03098,0.0166,0.629,0.0537,OP-B-115,ST-B-05,0.3003,medium
BASM-03099,0.0221,0.879,0.0087,OP-B-079,ST-B-23,0.126,low
BASM-03100,0.0333,1.184,0.0369,OP-B-081,ST-B-08,0.3358,medium
BASM-03101,0.0281,0.595,0.0294,OP-B-104,ST-B-14,0.3377,medium
BASM-03102,0.0164,0.988,0.0698,OP-B-062,ST-B-29,0.1353,low
BASM-03103,0.0098,0.602,0.0268,OP-B-084,ST-B-03,0.325,medium
BASM-03104,0.0072,0.55,0.0148,OP-B-038,ST-B-01,0.3142,medium
BASM-03105,0.0089,0.795,0.074,OP-B-097,ST-B-19,0.3226,medium
BASM-03106,0.0054,0.816,0.0605,OP-B-079,ST-B-01,0.3303,medium
BASM-03107,0.0148,0.664,0.1149,OP-B-124,ST-B-10,0.3977,medium
BASM-03108,0.0188,0.7,0.044,OP-B-010,ST-B-01,0.2492,low
BASM-03109,0.0141,0.703,0.0713,OP-B-131,ST-B-01,0.3265,medium
BASM-03110,0.0183,0.905,0.0682,OP-B-007,ST-B-02,0.2076,low
BASM-03111,0.0074,1.035,0.0716,OP-B-102,ST-B-30,0.3027,medium
BASM-03112,0.0065,0.531,0.0129,OP-B-128,ST-B-04,0.3245,medium
BASM-03113,0.0344,0.902,0.0176,OP-B-120,ST-B-05,0.2918,medium
BASM-03114,0.0247,0.819,0.0184,OP-B-149,ST-B-04,0.125,low
BASM-03115,0.0154,0.899,0.0483,OP-B-030,ST-B-05,0.1042,low
BASM-03116,0.0327,1.233,0.2001,OP-B-086,ST-B-26,0.6413,high
BASM-03117,0.0367,0.538,0.0877,OP-B-005,ST-B-10,0.5973,high
BASM-03118,0.0115,0.778,0.0584,OP-B-047,ST-B-26,0.2943,medium
BASM-03119,0.0123,1.3,0.0383,OP-B-045,ST-B-03,0.2121,low
BASM-03120,0.0183,1.321,0.0512,OP-B-132,ST-B-13,0.2577,medium
BASM-03121,0.0226,1.221,0.0122,OP-B-001,ST-B-29,0.134,low
BASM-03122,0.0185,0.694,0.0733,OP-B-093,ST-B-22,0.2713,medium
BASM-03123,0.0226,0.507,0.0351,OP-B-115,ST-B-14,0.3036,medium
BASM-03124,0.0298,0.459,0.0795,OP-B-072,ST-B-19,0.5234,high
BASM-03125,0.0167,1.071,0.0272,OP-B-068,ST-B-09,0.1125,low
BASM-03126,0.0193,1.587,0.0242,OP-B-072,ST-B-26,0.3224,medium
BASM-03127,0.0106,0.665,0.0942,OP-B-049,ST-B-04,0.3724,medium
BASM-03128,0.0371,0.428,0.1042,OP-B-079,ST-B-15,0.6777,high
BASM-03129,0.0232,0.827,0.0605,OP-B-117,ST-B-08,0.2246,low
BASM-03130,0.0261,1.019,0.0577,OP-B-127,ST-B-26,0.1777,low
BASM-03131,0.0266,1.484,0.0126,OP-B-043,ST-B-15,0.355,medium
BASM-03132,0.0311,1.397,0.0339,OP-B-060,ST-B-23,0.3498,medium
BASM-03133,0.0186,1.261,0.1339,OP-B-145,ST-B-22,0.3583,medium
BASM-03134,0.0304,0.85,0.0138,OP-B-009,ST-B-03,0.1938,low
BASM-03135,0.0041,0.693,0.0891,OP-B-006,ST-B-14,0.5267,high
BASM-03136,0.0297,0.934,0.0634,OP-B-114,ST-B-27,0.2545,medium
BASM-03137,0.0181,0.3,0.074,OP-B-131,ST-B-27,0.433,medium
BASM-03138,0.0095,1.241,0.0073,OP-B-049,ST-B-29,0.2076,low
BASM-03139,0.0352,0.957,0.0185,OP-B-036,ST-B-30,0.2752,medium
BASM-03140,0.0308,1.311,0.0112,OP-B-048,ST-B-20,0.3409,medium
BASM-03141,0.0084,0.921,0.0681,OP-B-079,ST-B-07,0.2741,medium
BASM-03142,0.0115,1.383,0.012,OP-B-073,ST-B-04,0.2608,medium
BASM-03143,0.0138,1.058,0.1201,OP-B-083,ST-B-18,0.289,medium
BASM-03144,0.0089,1.473,0.061,OP-B-001,ST-B-01,0.411,medium
BASM-03145,0.0291,0.852,0.0323,OP-B-098,ST-B-11,0.2675,medium
BASM-03146,0.0144,0.526,0.0873,OP-B-108,ST-B-27,0.4423,medium
BASM-03147,0.0344,0.961,0.006,OP-B-140,ST-B-30,0.2484,low
BASM-03148,0.0071,0.736,0.0195,OP-B-134,ST-B-03,0.2468,low
BASM-03149,0.0182,0.829,0.0589,OP-B-046,ST-B-13,0.1645,low
BASM-03150,0.0188,0.923,0.0392,OP-B-028,ST-B-12,0.1815,low
BASM-03151,0.0152,1.218,0.0368,OP-B-101,ST-B-06,0.1796,low
BASM-03152,0.0116,0.959,0.046,OP-B-007,ST-B-29,0.2165,low
BASM-03153,0.0053,1.532,0.0677,OP-B-149,ST-B-16,0.5966,high
BASM-03154,0.0229,0.821,0.0449,OP-B-051,ST-B-11,0.2798,medium
BASM-03155,0.0086,1.139,0.0446,OP-B-018,ST-B-01,0.2757,medium
BASM-03156,0.0163,0.729,0.1392,OP-B-056,ST-B-16,0.4101,medium
BASM-03157,0.0235,0.917,0.0043,OP-B-108,ST-B-22,0.1324,low
BASM-03158,0.0086,1.303,0.02,OP-B-053,ST-B-16,0.2709,medium
BASM-03159,0.0182,0.972,0.058,OP-B-062,ST-B-07,0.1429,low
BASM-03160,0.0078,0.749,0.1547,OP-B-064,ST-B-02,0.554,high
BASM-03161,0.0216,0.637,0.1291,OP-B-043,ST-B-18,0.4952,medium
BASM-03162,0.0274,0.879,0.031,OP-B-129,ST-B-19,0.1805,low
BASM-03163,0.0175,0.586,0.0531,OP-B-101,ST-B-27,0.2889,medium
BASM-03164,0.0142,0.675,0.0635,OP-B-030,ST-B-09,0.2887,medium
BASM-03165,0.0161,1.425,0.0173,OP-B-130,ST-B-20,0.2616,medium
BASM-03166,0.0155,1.01,0.0307,OP-B-066,ST-B-24,0.1121,low
BASM-03167,0.0059,1.396,0.0625,OP-B-052,ST-B-21,0.4728,medium
BASM-03168,0.0142,1.425,0.05,OP-B-100,ST-B-07,0.2654,medium
BASM-03169,0.0226,1.06,0.0195,OP-B-047,ST-B-07,0.157,low
BASM-03170,0.0361,1.21,0.002,OP-B-102,ST-B-23,0.3433,medium
BASM-03171,0.0273,0.979,0.0248,OP-B-086,ST-B-21,0.1433,low
BASM-03172,0.0121,0.719,0.0392,OP-B-112,ST-B-23,0.2794,medium
BASM-03173,0.0043,0.421,0.031,OP-B-102,ST-B-12,0.4441,medium
BASM-03174,0.0227,1.209,0.0154,OP-B-075,ST-B-11,0.1448,low
BASM-03175,0.0131,1.209,0.0504,OP-B-063,ST-B-18,0.3103,medium
BASM-03176,0.0157,1.451,0.0737,OP-B-147,ST-B-04,0.3763,medium
BASM-03177,0.02,0.514,0.0986,OP-B-067,ST-B-10,0.4204,medium
BASM-03178,0.0218,1.261,0.0234,OP-B-030,ST-B-24,0.2407,low
BASM-03179,0.0085,0.765,0.0428,OP-B-143,ST-B-15,0.284,medium
BASM-03180,0.0164,0.995,0.1361,OP-B-045,ST-B-06,0.2956,medium
BASM-03181,0.0272,1.007,0.0208,OP-B-073,ST-B-12,0.1162,low
BASM-03182,0.0181,1.258,0.0454,OP-B-073,ST-B-09,0.1541,low
BASM-03183,0.0353,1.603,0.0306,OP-B-015,ST-B-01,0.5137,high
BASM-03184,0.0248,0.853,0.1782,OP-B-097,ST-B-22,0.5325,high
BASM-03185,0.0205,0.777,0.0131,OP-B-007,ST-B-27,0.2143,low
BASM-03186,0.0181,1.095,0.062,OP-B-004,ST-B-20,0.2395,low
BASM-03187,0.0229,1.25,0.0746,OP-B-095,ST-B-27,0.3323,medium
BASM-03188,0.0235,1.056,0.0944,OP-B-097,ST-B-28,0.2907,medium
BASM-03189,0.0151,0.727,0.0547,OP-B-050,ST-B-12,0.2111,low
BASM-03190,0.0195,1.03,0.0304,OP-B-115,ST-B-12,0.0865,low
BASM-03191,0.0167,0.869,0.0296,OP-B-131,ST-B-26,0.1257,low
BASM-03192,0.0263,1.368,0.0228,OP-B-026,ST-B-01,0.3075,medium
BASM-03193,0.0118,1.311,0.0271,OP-B-121,ST-B-15,0.2219,low
BASM-03194,0.0327,1.1,0.0286,OP-B-144,ST-B-01,0.2678,medium
BASM-03195,0.0058,0.514,0.1969,OP-B-064,ST-B-18,0.6864,high
BASM-03196,0.0115,0.84,0.1125,OP-B-091,ST-B-04,0.3627,medium
BASM-03197,0.0131,0.88,0.0669,OP-B-090,ST-B-16,0.2308,low
BASM-03198,0.0148,0.844,0.0199,OP-B-145,ST-B-08,0.1101,low
BASM-03199,0.019,1.548,0.0313,OP-B-129,ST-B-03,0.2996,medium
BASM-03200,0.0248,0.64,0.0148,OP-B-026,ST-B-27,0.2544,medium
BASM-03201,0.0121,1.378,0.0609,OP-B-076,ST-B-10,0.3479,medium
BASM-03202,-0.0031,1.17,0.0764,OP-B-131,ST-B-14,0.4368,medium
BASM-03203,0.0072,1.208,0.0272,OP-B-023,ST-B-02,0.2714,medium
BASM-03204,0.017,0.833,0.042,OP-B-145,ST-B-03,0.1528,low
BASM-03205,0.0309,1.137,0.0088,OP-B-147,ST-B-27,0.2326,low
BASM-03206,0.0248,0.994,0.0097,OP-B-117,ST-B-22,0.1428,low
BASM-03207,0.0226,0.606,0.0133,OP-B-102,ST-B-10,0.2616,medium
BASM-03208,0.0165,1.404,0.0541,OP-B-126,ST-B-22,0.2696,medium
BASM-03209,0.02,0.753,0.1327,OP-B-141,ST-B-20,0.4527,medium
BASM-03210,0.0221,0.584,0.0444,OP-B-056,ST-B-15,0.2973,medium
BASM-03211,0.0087,1.154,0.1006,OP-B-115,ST-B-24,0.3919,medium
BASM-03212,0.0127,1.073,0.0395,OP-B-150,ST-B-04,0.1478,low
BASM-03213,0.0193,0.819,0.0698,OP-B-065,ST-B-02,0.2817,medium
BASM-03214,0.0133,1.181,0.0484,OP-B-018,ST-B-21,0.3089,medium
BASM-03215,0.0161,0.978,0.0301,OP-B-049,ST-B-12,0.1589,low
BASM-03216,0.009,0.883,0.1421,OP-B-018,ST-B-29,0.4992,medium
BASM-03217,0.0137,0.882,0.0575,OP-B-108,ST-B-13,0.1877,low
BASM-03218,0.0181,1.066,0.0485,OP-B-070,ST-B-15,0.1039,low
BASM-03219,0.0142,1.324,0.0502,OP-B-034,ST-B-18,0.3583,medium
BASM-03220,0.0272,0.376,0.0246,OP-B-150,ST-B-09,0.4281,medium
BASM-03221,0.0106,0.639,0.0413,OP-B-104,ST-B-24,0.3074,medium
BASM-03222,0.0186,1.071,0.1033,OP-B-024,ST-B-29,0.2611,medium
BASM-03223,0.0314,1.058,0.0854,OP-B-084,ST-B-15,0.3669,medium
BASM-03224,0.0207,0.829,0.0729,OP-B-051,ST-B-16,0.2744,medium
BASM-03225,0.0174,0.806,0.0933,OP-B-104,ST-B-11,0.3083,medium
BASM-03226,0.0298,1.143,0.0191,OP-B-070,ST-B-05,0.238,low
BASM-03227,0.0163,1.357,0.0358,OP-B-056,ST-B-17,0.2304,low
BASM-03228,0.0166,0.845,0.0495,OP-B-057,ST-B-21,0.1627,low
BASM-03229,0.0088,1.016,0.0148,OP-B-074,ST-B-11,0.1375,low
BASM-03230,0.0123,1.104,0.0065,OP-B-002,ST-B-25,0.1231,low
BASM-03231,0.0293,0.868,0.0145,OP-B-013,ST-B-30,0.23,low
BASM-03232,0.0177,0.436,0.0352,OP-B-050,ST-B-14,0.3688,medium
BASM-03233,0.0153,1.01,0.0196,OP-B-131,ST-B-25,0.0628,low
BASM-03234,0.0175,0.464,0.081,OP-B-051,ST-B-27,0.3204,medium
BASM-03235,0.0271,0.991,0.0263,OP-B-147,ST-B-16,0.1935,low
BASM-03236,0.0264,1.515,0.1189,OP-B-099,ST-B-10,0.5495,high
BASM-03237,0.0015,1.384,0.021,OP-B-069,ST-B-15,0.3428,medium
BASM-03238,0.0194,1.269,0.0923,OP-B-128,ST-B-23,0.3652,medium
BASM-03239,0.0183,1.265,0.0371,OP-B-040,ST-B-22,0.1659,low
BASM-03240,0.0086,1.13,0.011,OP-B-098,ST-B-07,0.2077,low
BASM-03241,0.0138,1.045,0.0311,OP-B-091,ST-B-24,0.1346,low
BASM-03242,0.0068,1.186,0.037,OP-B-054,ST-B-03,0.31,medium
BASM-03243,0.0147,1.34,0.022,OP-B-088,ST-B-16,0.2555,medium
BASM-03244,0.0205,0.401,0.043,OP-B-017,ST-B-12,0.3374,medium
BASM-03245,0.0306,0.823,0.0645,OP-B-093,ST-B-18,0.3717,medium
BASM-03246,0.0396,1.431,0.0438,OP-B-083,ST-B-22,0.5443,high
BASM-03247,0.0213,0.66,0.1365,OP-B-150,ST-B-01,0.4523,medium
BASM-03248,0.0094,0.908,0.0554,OP-B-096,ST-B-10,0.2504,medium
BASM-03249,0.0263,0.526,0.0786,OP-B-100,ST-B-09,0.4592,medium
BASM-03250,0.007,0.867,0.0354,OP-B-039,ST-B-12,0.2788,medium
BASM-03251,0.0235,1.437,0.034,OP-B-042,ST-B-12,0.264,medium
BASM-03252,0.0279,0.492,0.096,OP-B-084,ST-B-26,0.5321,high
BASM-03253,0.0162,1.521,0.0458,OP-B-037,ST-B-25,0.2779,medium
BASM-03254,0.0063,1.291,0.0613,OP-B-077,ST-B-17,0.4022,medium
BASM-03255,0.0124,1.097,0.0731,OP-B-039,ST-B-10,0.3608,medium
BASM-03256,0.0295,1.317,0.0033,OP-B-068,ST-B-30,0.27,medium
BASM-03257,0.0166,1.706,0.0526,OP-B-097,ST-B-22,0.4533,medium
BASM-03258,0.036,0.862,0.0731,OP-B-092,ST-B-05,0.4204,medium
BASM-03259,0.0118,0.683,0.0616,OP-B-098,ST-B-10,0.3585,medium
BASM-03260,0.0264,0.737,0.1014,OP-B-127,ST-B-23,0.388,medium
BASM-03261,0.0144,0.685,0.0577,OP-B-046,ST-B-04,0.345,medium
BASM-03262,0.0176,0.861,0.0298,OP-B-146,ST-B-08,0.1652,low
BASM-03263,0.0115,1.089,0.0387,OP-B-101,ST-B-03,0.2073,low
BASM-03264,0.0341,1.301,0.0518,OP-B-103,ST-B-23,0.4183,medium
BASM-03265,0.0205,1.446,0.1156,OP-B-115,ST-B-14,0.4533,medium
BASM-03266,0.0126,0.745,0.0305,OP-B-117,ST-B-12,0.2672,medium
BASM-03267,0.0005,1.217,0.0993,OP-B-022,ST-B-22,0.4878,medium
BASM-03268,0.0193,1.104,0.1108,OP-B-033,ST-B-22,0.3373,medium
BASM-03269,0.0131,0.911,0.0364,OP-B-130,ST-B-27,0.1743,low
BASM-03270,-0.0014,0.423,0.185,OP-B-084,ST-B-23,0.8696,critical
BASM-03271,0.0216,0.654,0.054,OP-B-051,ST-B-19,0.2938,medium
BASM-03272,0.0228,0.898,0.037,OP-B-061,ST-B-15,0.1134,low
BASM-03273,0.0221,0.89,0.0153,OP-B-021,ST-B-20,0.0846,low
BASM-03274,0.0277,0.603,0.0733,OP-B-021,ST-B-04,0.4558,medium
BASM-03275,0.0077,1.011,0.0553,OP-B-025,ST-B-07,0.2844,medium
BASM-03276,0.0093,1.137,0.0095,OP-B-102,ST-B-01,0.1177,low
BASM-03277,0.0183,1.225,0.1619,OP-B-032,ST-B-20,0.4713,medium
BASM-03278,0.0154,0.736,0.0086,OP-B-027,ST-B-01,0.1089,low
BASM-03279,0.0183,1.188,0.0324,OP-B-123,ST-B-26,0.1105,low
BASM-03280,0.0262,0.871,0.0491,OP-B-063,ST-B-23,0.2646,medium
BASM-03281,0.0161,1.04,0.0181,OP-B-135,ST-B-24,0.0132,low
BASM-03282,0.0238,1.455,0.0835,OP-B-115,ST-B-15,0.4278,medium
BASM-03283,0.0181,0.755,0.0794,OP-B-046,ST-B-05,0.2779,medium
BASM-03284,0.0216,1.007,0.0072,OP-B-006,ST-B-23,0.0856,low
BASM-03285,0.0196,1.008,0.0922,OP-B-029,ST-B-09,0.2139,low
BASM-03286,0.0192,0.853,0.1375,OP-B-140,ST-B-04,0.4023,medium
BASM-03287,0.0176,0.475,0.0126,OP-B-034,ST-B-20,0.2095,low
BASM-03288,0.0164,1.075,0.0156,OP-B-149,ST-B-18,0.0796,low
BASM-03289,0.0254,0.962,0.0542,OP-B-135,ST-B-24,0.1876,low
BASM-03290,0.0268,1.292,0.021,OP-B-114,ST-B-05,0.222,low
BASM-03291,0.0046,0.986,0.1356,OP-B-041,ST-B-12,0.4424,medium
BASM-03292,0.0294,0.995,0.0545,OP-B-038,ST-B-03,0.2522,medium
BASM-03293,0.0114,1.422,0.1732,OP-B-049,ST-B-17,0.5996,high
BASM-03294,0.0073,1.3,0.0254,OP-B-011,ST-B-05,0.3017,medium
BASM-03295,0.0361,0.793,0.0376,OP-B-133,ST-B-01,0.3292,medium
BASM-03296,0.0152,0.995,0.0126,OP-B-025,ST-B-08,0.1069,low
BASM-03297,0.0051,1.392,0.0322,OP-B-060,ST-B-14,0.3607,medium
BASM-03298,0.0165,0.905,0.0617,OP-B-043,ST-B-26,0.1522,low
BASM-03299,0.0122,1.259,0.0466,OP-B-105,ST-B-04,0.2534,medium
BASM-03300,0.0161,1.48,0.0554,OP-B-084,ST-B-08,0.4222,medium
BASM-03301,-0.0025,0.737,0.0406,OP-B-122,ST-B-08,0.4115,medium
BASM-03302,0.0149,0.842,0.0819,OP-B-011,ST-B-28,0.33,medium
BASM-03303,0.009,1.305,0.0391,OP-B-130,ST-B-16,0.2572,medium
BASM-03304,0.0247,0.849,0.0653,OP-B-082,ST-B-10,0.3026,medium
BASM-03305,0.0212,1.084,0.0958,OP-B-130,ST-B-22,0.2764,medium
BASM-03306,0.0405,0.985,0.0631,OP-B-053,ST-B-20,0.4786,medium
BASM-03307,0.0291,1.254,0.0081,OP-B-041,ST-B-10,0.2444,low
BASM-03308,0.0121,1.251,0.0529,OP-B-017,ST-B-23,0.3097,medium
BASM-03309,0.0077,0.619,0.0518,OP-B-148,ST-B-27,0.3611,medium
BASM-03310,0.0196,1.092,0.0376,OP-B-072,ST-B-06,0.1427,low
BASM-03311,0.0133,0.704,0.0899,OP-B-040,ST-B-15,0.31,medium
BASM-03312,0.0063,1.013,0.0495,OP-B-112,ST-B-25,0.2324,low
BASM-03313,0.02,1.393,0.0294,OP-B-050,ST-B-02,0.2481,low
BASM-03314,0.0172,1.038,0.0208,OP-B-095,ST-B-10,0.0,low
BASM-03315,0.0255,0.927,0.0218,OP-B-102,ST-B-30,0.2006,low
BASM-03316,0.0201,1.063,0.0255,OP-B-113,ST-B-05,0.0893,low
BASM-03317,0.0164,1.024,0.1077,OP-B-012,ST-B-12,0.1645,low
BASM-03318,0.0205,1.407,0.026,OP-B-123,ST-B-03,0.3511,medium
BASM-03319,0.0335,0.635,0.0731,OP-B-038,ST-B-24,0.47,medium
BASM-03320,0.0092,0.777,0.046,OP-B-146,ST-B-09,0.2782,medium
BASM-03321,0.028,1.291,0.0209,OP-B-121,ST-B-24,0.2534,medium
BASM-03322,0.028,1.382,0.0965,OP-B-124,ST-B-02,0.4523,medium
BASM-03323,0.0383,0.747,0.019,OP-B-003,ST-B-03,0.3682,medium
BASM-03324,0.0219,0.814,0.0856,OP-B-128,ST-B-26,0.3451,medium
BASM-03325,0.0162,0.809,0.0398,OP-B-026,ST-B-15,0.1556,low
BASM-03326,0.0116,1.242,0.0854,OP-B-121,ST-B-23,0.3821,medium
BASM-03327,0.0115,0.88,0.04,OP-B-055,ST-B-19,0.2614,medium
BASM-03328,0.0106,1.281,0.0905,OP-B-040,ST-B-07,0.3952,medium
BASM-03329,0.0185,0.941,0.059,OP-B-064,ST-B-26,0.1322,low
BASM-03330,0.0177,0.955,0.063,OP-B-008,ST-B-27,0.1823,low
BASM-03331,0.0346,0.927,0.0266,OP-B-024,ST-B-14,0.3284,medium
BASM-03332,0.0368,1.055,0.0176,OP-B-046,ST-B-12,0.2561,medium
BASM-03333,0.0161,1.09,0.0084,OP-B-032,ST-B-25,0.0409,low
BASM-03334,0.0202,0.996,0.0221,OP-B-060,ST-B-12,0.0794,low
BASM-03335,0.0118,0.919,0.0303,OP-B-141,ST-B-12,0.1849,low
BASM-03336,0.0117,1.179,0.0186,OP-B-028,ST-B-18,0.2006,low
BASM-03337,0.0133,1.07,0.0253,OP-B-098,ST-B-30,0.1582,low
BASM-03338,0.0089,0.381,0.1339,OP-B-127,ST-B-15,0.5853,high
BASM-03339,0.0097,1.236,0.1121,OP-B-025,ST-B-28,0.4309,medium
BASM-03340,0.0252,1.161,0.0077,OP-B-040,ST-B-07,0.1786,low
BASM-03341,0.0307,0.473,0.0779,OP-B-067,ST-B-19,0.5098,high
BASM-03342,0.0154,0.898,0.0222,OP-B-138,ST-B-04,0.0719,low
BASM-03343,0.022,0.999,0.0121,OP-B-145,ST-B-19,0.0247,low
BASM-03344,0.0131,0.794,0.0218,OP-B-065,ST-B-08,0.1854,low
BASM-03345,0.0054,1.471,0.0119,OP-B-048,ST-B-10,0.4142,medium
BASM-03346,0.0364,1.578,0.0255,OP-B-084,ST-B-21,0.4548,medium
BASM-03347,0.0014,1.119,0.0856,OP-B-061,ST-B-02,0.4574,medium
BASM-03348,0.0148,0.844,0.028,OP-B-006,ST-B-03,0.0952,low
BASM-03349,0.0076,1.492,0.1135,OP-B-065,ST-B-03,0.6292,high
BASM-03350,0.0341,0.879,0.0211,OP-B-010,ST-B-15,0.2653,medium
BASM-03351,-0.0039,0.805,0.0242,OP-B-017,ST-B-15,0.3858,medium
BASM-03352,0.0158,0.436,0.0412,OP-B-007,ST-B-04,0.3542,medium
BASM-03353,0.0202,1.144,0.035,OP-B-032,ST-B-04,0.1897,low
BASM-03354,0.0147,0.774,0.0429,OP-B-004,ST-B-03,0.2561,medium
BASM-03355,0.0194,1.257,0.027,OP-B-012,ST-B-29,0.176,low
BASM-03356,0.0148,1.078,0.0515,OP-B-109,ST-B-03,0.1075,low
BASM-03357,0.0261,1.484,0.0439,OP-B-030,ST-B-03,0.4222,medium
BASM-03358,0.0166,1.164,0.0248,OP-B-148,ST-B-22,0.1382,low
BASM-03359,0.0145,1.055,0.0548,OP-B-057,ST-B-01,0.1767,low
BASM-03360,0.0249,0.792,0.0423,OP-B-067,ST-B-05,0.278,medium
BASM-03361,0.0115,0.646,0.0498,OP-B-108,ST-B-11,0.3335,medium
BASM-03362,0.0021,0.444,0.0179,OP-B-129,ST-B-25,0.4281,medium
BASM-03363,0.0021,0.803,0.0361,OP-B-032,ST-B-17,0.3207,medium
BASM-03364,0.0054,1.212,0.013,OP-B-071,ST-B-12,0.3218,medium
BASM-03365,0.0181,0.936,0.0383,OP-B-012,ST-B-15,0.0884,low
BASM-03366,0.0249,0.637,0.0427,OP-B-102,ST-B-06,0.3029,medium
BASM-03367,0.0208,0.656,0.0209,OP-B-075,ST-B-03,0.1539,low
BASM-03368,0.0022,0.941,0.0367,OP-B-005,ST-B-28,0.3359,medium
BASM-03369,0.0128,1.281,0.0458,OP-B-123,ST-B-01,0.3013,medium
BASM-03370,0.0201,1.38,0.0185,OP-B-106,ST-B-28,0.1937,low
BASM-03371,0.0209,1.138,0.0694,OP-B-036,ST-B-02,0.2877,medium
BASM-03372,0.0131,1.17,0.0331,OP-B-011,ST-B-11,0.2231,low
BASM-03373,0.0186,0.964,0.0979,OP-B-030,ST-B-14,0.272,medium
BASM-03374,0.0153,1.056,0.0559,OP-B-008,ST-B-06,0.1705,low
BASM-03375,0.0265,1.391,0.0315,OP-B-094,ST-B-12,0.3241,medium
BASM-03376,0.0036,1.17,0.0279,OP-B-006,ST-B-07,0.3152,medium
BASM-03377,0.0316,1.012,0.0313,OP-B-011,ST-B-08,0.2411,low
BASM-03378,0.0324,1.44,0.0559,OP-B-138,ST-B-29,0.5258,high
BASM-03379,0.0138,0.889,0.0158,OP-B-082,ST-B-29,0.055,low
BASM-03380,0.0122,1.217,0.0077,OP-B-102,ST-B-25,0.1298,low
BASM-03381,0.0204,1.015,0.0746,OP-B-041,ST-B-19,0.1582,low
BASM-03382,0.0097,1.082,0.0874,OP-B-140,ST-B-12,0.3226,medium
BASM-03383,0.0222,0.885,0.0372,OP-B-122,ST-B-13,0.163,low
BASM-03384,0.0138,1.03,0.0227,OP-B-084,ST-B-28,0.1221,low
BASM-03385,0.0192,0.805,0.0264,OP-B-046,ST-B-26,0.1738,low
BASM-03386,0.0307,1.46,0.0381,OP-B-102,ST-B-22,0.4145,medium
BASM-03387,0.0154,1.027,0.1291,OP-B-127,ST-B-03,0.301,medium
BASM-03388,0.0246,0.83,0.0448,OP-B-103,ST-B-21,0.2301,low
BASM-03389,0.0054,1.099,0.1504,OP-B-129,ST-B-09,0.4125,medium
