inspection_id,vibration_rms,kurtosis,temperature,hardness_check,roundness_check,inspection_result,inspection_risk_score,inspection_risk_level
BINSP-03477,0.4825,4.4564,43.87,57.84,3.145,pass,0.1888,low
BINSP-03478,1.0134,5.26,54.1,63.29,4.303,pass,0.2782,medium
BINSP-03479,0.9593,4.8097,44.08,58.58,3.006,pass,0.2179,low
BINSP-03480,0.8585,4.5293,51.28,62.61,2.517,pass,0.2114,low
BINSP-03481,0.8532,5.0541,41.59,64.4,2.621,pass,0.2168,low
BINSP-03482,0.9242,5.0906,48.16,61.39,2.337,pass,0.1962,low
BINSP-03483,1.0901,4.896,46.77,60.52,2.541,pass,0.2033,low
BINSP-03484,0.5371,3.8763,46.86,61.08,3.222,pass,0.1459,low
BINSP-03485,0.8473,4.0782,46.61,62.88,3.754,pass,0.2046,low
BINSP-03486,1.273,5.0059,52.3,63.92,3.171,pass,0.2814,medium
BINSP-03487,1.3407,5.8158,54.22,60.37,3.553,pass,0.2792,medium
BINSP-03488,1.3335,5.6967,51.45,60.02,2.989,pass,0.2654,medium
BINSP-03489,1.0885,5.0647,59.52,61.47,3.253,pass,0.2581,medium
BINSP-03490,1.0465,4.1056,50.99,60.57,2.989,pass,0.2033,low
BINSP-03491,0.8982,4.9987,52.16,58.54,2.554,pass,0.2398,low
BINSP-03492,0.9133,4.674,46.38,59.2,3.104,pass,0.2115,low
BINSP-03493,1.1611,3.265,52.32,62.62,3.033,pass,0.2175,low
BINSP-03494,0.8071,3.4487,46.75,57.92,2.492,pass,0.1925,low
BINSP-03495,0.7188,4.4597,53.98,60.6,2.8,pass,0.1943,low
BINSP-03496,0.514,3.6591,50.62,58.89,3.984,pass,0.1922,low
BINSP-03497,0.7757,4.9894,45.01,60.22,1.865,pass,0.1732,low
BINSP-03498,0.8734,3.5632,45.94,60.68,1.652,pass,0.1453,low
BINSP-03499,0.9385,4.7036,45.7,62.2,3.495,pass,0.2073,low
BINSP-03500,0.6161,4.0082,43.7,61.77,2.739,pass,0.1481,low
BINSP-03501,1.0885,5.9765,57.19,61.8,3.243,pass,0.2733,medium
BINSP-03502,1.3056,4.8905,53.19,66.35,3.701,pass,0.3274,medium
BINSP-03503,1.1003,3.3098,50.98,60.8,1.789,pass,0.1733,low
BINSP-03504,1.2454,6.2199,55.84,58.05,5.386,pass,0.3427,medium
BINSP-03505,1.2251,4.3758,51.97,64.52,2.65,pass,0.2671,medium
BINSP-03506,1.4167,4.5596,47.14,67.45,3.698,pass,0.3245,medium
BINSP-03507,0.8806,3.6623,48.6,60.89,3.761,pass,0.1789,low
BINSP-03508,1.0092,5.3395,51.69,64.33,4.475,pass,0.2889,medium
BINSP-03509,0.7505,4.34,48.07,59.74,2.623,pass,0.185,low
BINSP-03510,0.7667,4.3965,52.64,59.65,1.746,pass,0.1937,low
BINSP-03511,1.1043,4.8329,52.56,58.55,2.83,pass,0.2557,medium
BINSP-03512,1.2711,5.0663,49.95,60.34,2.373,pass,0.2311,low
BINSP-03513,1.0441,4.3795,51.35,61.97,3.331,pass,0.222,low
BINSP-03514,0.8623,5.0758,51.18,61.19,2.259,pass,0.1978,low
BINSP-03515,0.6574,3.0113,40.7,62.56,2.592,pass,0.1309,low
BINSP-03516,0.8005,4.028,49.84,61.49,3.185,pass,0.1835,low
BINSP-03517,1.2413,4.7651,54.09,60.41,3.168,pass,0.2455,low
BINSP-03518,0.9854,5.0748,51.55,62.46,3.515,pass,0.242,low
BINSP-03519,0.6859,3.2905,51.48,61.06,3.396,pass,0.1622,low
BINSP-03520,0.64,4.8368,45.31,56.06,1.791,pass,0.2229,low
BINSP-03521,0.8139,4.1157,52.48,60.92,1.492,pass,0.1687,low
BINSP-03522,0.6691,4.3076,47.61,65.36,2.812,pass,0.2258,low
BINSP-03523,0.5806,2.9188,44.83,60.27,3.001,pass,0.1301,low
BINSP-03524,1.0079,3.9736,56.17,59.42,3.303,pass,0.2365,low
BINSP-03525,0.7254,3.5421,53.04,57.38,3.545,pass,0.2306,low
BINSP-03526,1.1402,6.8279,58.33,64.14,2.73,pass,0.3268,medium
BINSP-03527,1.2408,6.175,54.31,60.8,4.648,pass,0.2863,medium
BINSP-03528,0.9765,5.1408,57.33,62.28,3.614,pass,0.2607,medium
BINSP-03529,0.9133,3.4506,50.05,61.81,2.041,pass,0.1719,low
BINSP-03530,1.1861,4.6621,45.62,59.92,2.835,pass,0.2142,low
BINSP-03531,1.0282,7.2767,54.31,61.19,3.967,pass,0.2847,medium
BINSP-03532,0.8172,6.1351,51.79,59.7,4.118,pass,0.2568,medium
BINSP-03533,0.7014,3.183,44.1,61.73,2.871,pass,0.14,low
BINSP-03534,1.0455,4.6172,52.39,58.83,2.26,pass,0.2355,low
BINSP-03535,0.7121,4.5173,50.98,60.51,2.247,pass,0.1796,low
BINSP-03536,0.7789,5.4344,48.93,61.33,2.939,pass,0.2017,low
BINSP-03537,1.1661,4.8678,53.05,63.04,3.003,pass,0.2584,medium
BINSP-03538,0.5842,4.4388,51.84,60.23,3.017,pass,0.1853,low
BINSP-03539,0.5086,4.1441,47.72,60.92,2.991,pass,0.1494,low
BINSP-03540,0.8769,4.1773,46.05,61.6,3.081,pass,0.1796,low
BINSP-03541,1.2124,4.1327,47.58,61.82,1.965,pass,0.1977,low
BINSP-03542,0.835,4.1636,51.86,60.77,2.232,pass,0.1801,low
BINSP-03543,1.0076,3.7431,39.34,58.97,2.047,pass,0.1666,low
BINSP-03544,0.9842,5.7255,52.0,66.08,3.801,pass,0.3142,medium
BINSP-03545,0.7974,4.1533,49.11,63.91,2.571,pass,0.2124,low
BINSP-03546,0.9157,5.4134,51.04,58.54,3.172,pass,0.2529,medium
BINSP-03547,0.9648,5.391,49.23,59.68,2.005,pass,0.2187,low
BINSP-03548,0.659,3.7897,45.72,61.43,1.296,pass,0.1311,low
BINSP-03549,1.2351,5.4874,50.25,60.29,3.766,pass,0.2554,medium
BINSP-03550,0.8236,3.4021,47.45,61.58,1.473,pass,0.1454,low
BINSP-03551,0.5621,1.6086,44.53,61.95,3.749,pass,0.1138,low
BINSP-03552,0.9228,4.8618,42.45,57.4,3.728,pass,0.2371,low
BINSP-03553,1.1007,5.5533,47.49,61.51,2.558,pass,0.2203,low
BINSP-03554,0.8271,4.0034,49.72,58.83,2.211,pass,0.198,low
BINSP-03555,0.7754,5.8207,49.92,57.7,2.804,pass,0.2555,medium
BINSP-03556,0.9395,4.4346,45.49,61.41,2.298,pass,0.175,low
BINSP-03557,0.5555,4.1475,50.84,59.92,2.537,pass,0.1729,low
BINSP-03558,1.1641,4.9457,54.86,59.92,3.171,pass,0.2535,medium
BINSP-03559,1.1108,4.8223,43.38,59.1,2.155,pass,0.2086,low
BINSP-03560,0.9305,5.0118,47.73,61.76,2.366,pass,0.1996,low
BINSP-03561,0.5545,2.6026,45.09,60.85,2.091,pass,0.1031,low
BINSP-03562,1.0827,4.1689,53.97,63.46,0.74,pass,0.2206,low
BINSP-03563,1.0912,4.1942,46.42,57.03,2.975,pass,0.2458,low
BINSP-03564,1.1871,4.8498,59.33,65.99,4.298,pass,0.3405,medium
BINSP-03565,0.8561,5.0197,50.48,60.81,1.854,pass,0.189,low
BINSP-03566,0.4841,4.4915,46.62,58.52,1.816,pass,0.1728,low
BINSP-03567,0.8363,5.2781,48.73,61.01,3.02,pass,0.1982,low
BINSP-03568,0.933,5.0868,54.42,61.18,2.709,pass,0.2193,low
BINSP-03569,0.5853,4.5964,43.38,62.04,2.081,pass,0.1527,low
BINSP-03570,1.1508,5.8021,45.26,61.19,3.939,pass,0.2331,low
BINSP-03571,0.7971,3.6261,52.31,63.42,3.048,pass,0.2109,low
BINSP-03572,0.6789,4.3811,47.85,58.76,3.345,pass,0.2034,low
BINSP-03573,1.0362,4.7572,49.43,65.19,3.64,pass,0.2746,medium
BINSP-03574,0.9313,4.4233,50.23,61.86,3.33,pass,0.2095,low
BINSP-03575,0.6188,4.3344,49.21,61.62,4.33,pass,0.1903,low
BINSP-03576,0.8907,4.921,56.95,62.97,3.685,pass,0.2601,medium
BINSP-03577,0.8893,4.7612,51.89,65.31,2.685,pass,0.2628,medium
BINSP-03578,1.2053,4.7053,46.83,59.53,1.158,pass,0.2063,low
BINSP-03579,0.5774,5.4582,49.31,61.55,2.15,pass,0.1829,low
BINSP-03580,1.0128,3.2349,43.46,60.5,4.455,pass,0.1766,low
BINSP-03581,0.8524,5.413,48.57,61.09,1.72,pass,0.187,low
BINSP-03582,1.5889,5.0314,52.59,63.1,1.626,pass,0.2746,medium
BINSP-03583,0.8543,5.085,46.43,61.38,1.559,pass,0.1758,low
BINSP-03584,0.9443,4.7333,49.83,60.21,2.887,pass,0.2089,low
BINSP-03585,0.8913,4.1187,56.82,58.79,3.365,pass,0.2434,low
BINSP-03586,1.0946,4.1351,52.22,60.17,2.576,pass,0.2126,low
BINSP-03587,0.4268,3.8269,46.92,63.37,2.418,pass,0.162,low
BINSP-03588,0.6608,3.684,49.33,59.67,2.229,pass,0.1661,low
BINSP-03589,0.7172,3.9459,49.05,61.14,3.427,pass,0.1709,low
BINSP-03590,0.8844,4.2166,51.76,61.64,2.264,pass,0.191,low
BINSP-03591,0.91,5.2374,51.18,60.33,2.84,pass,0.2186,low
BINSP-03592,0.807,5.3874,55.41,63.95,3.589,pass,0.2717,medium
BINSP-03593,0.9586,2.8705,49.24,63.07,3.848,pass,0.2013,low
BINSP-03594,0.8937,3.6669,48.4,60.97,2.338,pass,0.161,low
BINSP-03595,0.8172,4.1856,46.26,59.01,2.877,pass,0.1946,low
BINSP-03596,0.8814,4.1904,47.07,61.59,4.04,pass,0.1949,low
BINSP-03597,0.7737,4.8004,47.9,55.56,2.333,pass,0.2545,medium
BINSP-03598,1.1878,5.2059,48.59,59.73,4.005,pass,0.2521,medium
BINSP-03599,0.6548,4.2887,44.89,60.45,3.004,pass,0.1603,low
BINSP-03600,1.112,3.9739,50.95,60.06,1.373,pass,0.1935,low
BINSP-03601,0.8369,4.1611,48.8,59.5,1.851,pass,0.1845,low
BINSP-03602,0.7423,4.4196,51.57,62.08,2.506,pass,0.1937,low
BINSP-03603,1.1476,5.6051,57.33,59.0,2.81,pass,0.2834,medium
BINSP-03604,0.9072,5.1052,45.9,64.69,4.387,pass,0.2618,medium
BINSP-03605,0.904,5.4475,51.05,57.42,2.456,pass,0.261,medium
BINSP-03606,1.1334,4.9412,46.3,65.0,1.82,pass,0.2498,low
BINSP-03607,0.662,3.193,49.08,58.46,2.49,pass,0.1767,low
BINSP-03608,0.8781,4.0169,52.53,61.4,2.59,pass,0.1895,low
BINSP-03609,1.0468,5.3736,54.31,64.68,0.874,pass,0.2634,medium
BINSP-03610,0.9838,3.492,47.25,62.18,2.479,pass,0.1791,low
BINSP-03611,1.1111,3.5788,46.16,61.31,3.065,pass,0.1802,low
BINSP-03612,1.0332,4.714,53.96,60.45,2.982,pass,0.2262,low
BINSP-03613,0.8293,3.8653,50.81,57.25,3.683,pass,0.2406,low
BINSP-03614,0.9905,4.2572,50.16,60.44,2.891,pass,0.2004,low
BINSP-03615,0.9671,4.9767,56.23,64.82,2.649,pass,0.2796,medium
BINSP-03616,0.9931,4.966,52.83,63.89,1.673,pass,0.244,low
BINSP-03617,0.9364,4.8304,49.29,66.16,2.38,pass,0.2678,medium
BINSP-03618,0.9756,3.0536,45.81,60.02,3.274,pass,0.1713,low
BINSP-03619,1.0575,6.2326,52.84,62.45,2.573,pass,0.2632,medium
BINSP-03620,0.827,4.1571,54.67,61.69,3.093,pass,0.2063,low
BINSP-03621,0.8665,4.5909,54.6,61.36,3.336,pass,0.2154,low
BINSP-03622,1.0807,5.1555,48.69,64.23,3.192,pass,0.2633,medium
BINSP-03623,1.1867,4.0106,50.41,62.95,2.73,pass,0.2292,low
BINSP-03624,1.0254,3.4853,47.37,59.21,1.496,pass,0.1797,low
BINSP-03625,1.1514,5.7567,54.2,62.03,3.915,pass,0.2748,medium
BINSP-03626,0.8317,4.2917,46.71,61.09,2.742,pass,0.1692,low
BINSP-03627,0.9189,4.699,43.49,61.11,2.306,pass,0.1677,low
BINSP-03628,0.6202,4.3139,48.61,63.56,3.323,pass,0.2049,low
BINSP-03629,0.9962,5.0074,54.97,60.15,3.132,pass,0.2393,low
BINSP-03630,1.0068,6.3813,56.92,60.63,4.481,pass,0.283,medium
BINSP-03631,1.1016,4.3338,53.13,56.55,3.721,pass,0.2881,medium
BINSP-03632,1.0966,4.6492,48.48,58.24,4.452,pass,0.2618,medium
BINSP-03633,0.931,5.7892,50.82,63.69,2.432,pass,0.2554,medium
BINSP-03634,1.0543,5.746,51.49,58.3,2.535,pass,0.267,medium
BINSP-03635,0.3645,4.1194,48.7,63.76,1.759,pass,0.1673,low
BINSP-03636,0.9396,4.7168,49.33,60.87,4.554,pass,0.2166,low
BINSP-03637,0.902,3.7222,51.09,60.17,2.788,pass,0.1892,low
BINSP-03638,1.3855,5.5898,54.89,60.53,2.827,pass,0.2691,medium
BINSP-03639,0.7693,3.8749,54.24,61.17,3.152,pass,0.1879,low
BINSP-03640,1.0217,5.8873,48.86,62.03,4.004,pass,0.2511,medium
BINSP-03641,1.0798,5.3133,55.81,58.09,2.827,pass,0.2814,medium
BINSP-03642,0.9221,4.4271,47.07,60.16,3.519,pass,0.2001,low
BINSP-03643,1.083,5.5265,49.03,61.27,2.24,pass,0.2162,low
BINSP-03644,0.9667,4.6264,47.73,63.36,4.26,pass,0.2412,low
BINSP-03645,0.7534,5.7457,58.13,59.7,3.226,pass,0.2552,medium
BINSP-03646,0.9792,5.3133,47.49,58.42,2.679,pass,0.2393,low
BINSP-03647,0.8218,3.7348,50.22,62.17,2.02,pass,0.1767,low
BINSP-03648,1.0218,3.4018,49.84,60.39,2.81,pass,0.1842,low
BINSP-03649,0.7863,5.53,52.53,64.11,2.626,pass,0.2542,medium
BINSP-03650,0.609,3.2992,47.09,63.37,1.997,pass,0.1599,low
BINSP-03651,0.7605,5.1132,51.72,63.03,3.12,pass,0.231,low
BINSP-03652,0.7824,4.3115,45.66,57.33,3.326,pass,0.2232,low
BINSP-03653,0.7524,5.5258,50.76,59.94,4.3,pass,0.2351,low
BINSP-03654,1.1517,5.5121,48.91,63.53,2.731,pass,0.2603,medium
BINSP-03655,1.0176,4.3136,47.48,64.15,2.185,pass,0.2247,low
BINSP-03656,0.846,4.2166,48.71,62.08,3.208,pass,0.1958,low
BINSP-03657,1.2004,4.1327,51.78,58.62,2.843,pass,0.245,low
BINSP-03658,1.207,5.4385,50.7,63.49,2.296,pass,0.263,medium
BINSP-03659,0.7435,3.7354,45.14,61.37,2.269,pass,0.145,low
BINSP-03660,0.7929,5.4905,49.07,61.33,2.641,pass,0.2008,low
BINSP-03661,1.4699,5.1717,50.29,64.28,2.498,pass,0.2893,medium
BINSP-03662,0.7649,2.97,48.46,61.21,2.294,pass,0.1402,low
BINSP-03663,0.7495,4.8212,50.23,56.57,3.275,pass,0.2573,medium
BINSP-03664,0.8372,3.5075,55.36,61.09,2.691,pass,0.1825,low
BINSP-03665,0.4918,4.1784,46.45,61.87,2.314,pass,0.1482,low
BINSP-03666,1.0319,4.5603,51.55,62.8,4.742,pass,0.2548,medium
BINSP-03667,0.8699,4.1528,47.35,57.87,3.046,pass,0.2205,low
BINSP-03668,1.0597,3.7278,52.66,62.22,2.919,pass,0.2134,low
BINSP-03669,0.9364,3.7943,49.41,60.62,3.676,pass,0.1913,low
BINSP-03670,1.2095,3.7936,48.79,61.68,2.384,pass,0.1978,low
BINSP-03671,1.4,4.5351,52.14,55.83,3.389,pass,0.317,medium
BINSP-03672,0.8631,3.6361,44.72,60.58,3.048,pass,0.1602,low
BINSP-03673,0.8912,5.2072,49.52,59.89,2.988,pass,0.2195,low
BINSP-03674,1.1539,5.4787,52.94,59.69,3.154,pass,0.2601,medium
BINSP-03675,0.6477,4.4391,46.61,60.46,2.601,pass,0.1637,low
BINSP-03676,0.6426,5.4032,49.44,60.16,2.701,pass,0.1979,low
BINSP-03677,0.6186,2.428,49.43,61.61,1.951,pass,0.1241,low
BINSP-03678,0.8201,3.5473,47.6,63.94,1.484,pass,0.184,low
BINSP-03679,0.5601,3.9433,49.79,59.44,3.041,pass,0.1788,low
BINSP-03680,1.12,4.7146,50.94,61.52,2.222,pass,0.2128,low
BINSP-03681,0.6196,4.8991,47.54,60.74,2.849,pass,0.1728,low
BINSP-03682,0.8188,5.3426,49.83,61.34,2.07,pass,0.1955,low
BINSP-03683,0.7219,4.2512,41.39,64.55,1.839,pass,0.1835,low
BINSP-03684,0.9515,5.4837,47.54,61.53,3.298,pass,0.2176,low
BINSP-03685,0.9303,4.7553,53.66,61.92,2.48,pass,0.2183,low
BINSP-03686,0.7379,4.3902,46.35,62.03,2.92,pass,0.1794,low
BINSP-03687,0.9049,3.2762,53.07,60.31,3.149,pass,0.1895,low
BINSP-03688,1.5254,4.6856,47.47,65.33,2.85,pass,0.294,medium
BINSP-03689,1.1121,6.2569,48.79,60.48,1.859,pass,0.2314,low
BINSP-03690,1.0062,4.8252,49.84,59.95,2.619,pass,0.2159,low
BINSP-03691,0.6856,5.1601,46.07,59.06,2.901,pass,0.2035,low
BINSP-03692,1.3149,5.1732,51.98,61.32,2.706,pass,0.2421,low
BINSP-03693,0.9782,5.2509,44.76,57.35,3.78,pass,0.2581,medium
BINSP-03694,1.1543,3.1456,44.66,59.25,1.499,pass,0.1723,low
BINSP-03695,1.0487,4.9904,47.81,59.42,3.252,pass,0.2309,low
BINSP-03696,0.5336,4.8017,45.95,62.33,3.348,pass,0.1814,low
BINSP-03697,0.4523,4.5516,51.22,62.47,3.083,pass,0.1874,low
BINSP-03698,0.7483,4.0015,54.32,58.95,2.649,pass,0.2114,low
BINSP-03699,1.0792,4.4357,49.83,58.14,2.44,pass,0.2383,low
BINSP-03700,1.0922,5.5518,44.53,62.46,3.506,pass,0.2353,low
BINSP-03701,0.8599,4.6695,52.23,57.81,3.026,pass,0.2473,low
BINSP-03702,1.0419,5.0255,54.37,61.32,3.177,pass,0.2334,low
BINSP-03703,0.9471,4.0284,50.01,61.29,1.61,pass,0.1728,low
BINSP-03704,0.9012,4.422,47.87,60.74,4.32,pass,0.2022,low
BINSP-03705,0.7233,5.8263,58.88,62.04,3.247,pass,0.2535,medium
BINSP-03706,1.1112,5.6155,58.98,61.49,3.437,pass,0.2715,medium
BINSP-03707,0.404,3.8456,42.29,62.24,1.958,pass,0.1225,low
BINSP-03708,0.588,4.0412,55.83,63.4,2.746,pass,0.2123,low
BINSP-03709,1.0331,3.7731,49.82,63.41,3.094,pass,0.2227,low
BINSP-03710,0.852,5.3761,46.21,60.18,3.864,pass,0.215,low
BINSP-03711,0.6821,3.7872,47.89,61.97,1.916,pass,0.1556,low
BINSP-03712,0.6119,2.6688,51.8,62.5,3.635,pass,0.1701,low
BINSP-03713,1.0156,5.2243,50.58,60.31,2.989,pass,0.226,low
BINSP-03714,1.1715,3.319,46.35,61.41,3.994,pass,0.1926,low
BINSP-03715,1.026,5.0121,50.24,59.58,3.177,pass,0.2345,low
BINSP-03716,1.0911,4.9357,49.88,60.8,2.057,pass,0.2047,low
BINSP-03717,1.2847,5.809,51.03,62.37,3.393,pass,0.2735,medium
BINSP-03718,1.0259,5.4414,48.75,60.13,3.423,pass,0.2328,low
BINSP-03719,1.1823,4.5303,57.12,60.28,3.277,pass,0.2501,medium
BINSP-03720,0.9228,2.9128,44.94,58.66,2.179,pass,0.169,low
BINSP-03721,0.9158,5.5399,48.48,63.0,2.031,pass,0.2263,low
BINSP-03722,1.3691,4.5127,51.47,63.96,2.615,pass,0.2696,medium
BINSP-03723,1.1067,5.3287,47.97,63.5,2.619,pass,0.2485,low
BINSP-03724,0.8143,4.4777,48.86,64.76,2.99,pass,0.2369,low
BINSP-03725,0.8781,5.1623,48.24,60.67,2.043,pass,0.1903,low
BINSP-03726,0.9781,3.4096,47.47,60.59,2.554,pass,0.167,low
BINSP-03727,0.9408,5.0553,43.17,59.79,2.246,pass,0.1911,low
BINSP-03728,1.1238,6.1371,55.51,63.3,2.694,pass,0.2892,medium
BINSP-03729,0.6897,4.2685,42.74,62.15,2.728,pass,0.1609,low
BINSP-03730,0.7485,3.9491,44.63,59.78,2.721,pass,0.1661,low
BINSP-03731,0.7603,4.4103,47.17,60.88,1.976,pass,0.1593,low
BINSP-03732,1.0504,6.0774,54.84,62.58,2.525,pass,0.2677,medium
BINSP-03733,0.672,5.0406,44.86,60.18,2.274,pass,0.1717,low
BINSP-03734,0.8947,4.0112,52.4,62.13,2.116,pass,0.1954,low
BINSP-03735,1.2072,4.7453,53.75,57.37,3.475,pass,0.2908,medium
BINSP-03736,1.1415,5.3411,53.8,64.66,2.137,pass,0.2825,medium
BINSP-03737,1.0901,4.1734,50.79,57.85,2.568,pass,0.2429,low
BINSP-03738,0.9693,5.0152,46.4,57.83,3.925,pass,0.2527,medium
BINSP-03739,0.802,4.3563,46.6,60.64,1.995,pass,0.163,low
BINSP-03740,1.013,3.961,49.41,64.08,4.01,pass,0.2447,low
BINSP-03741,0.9135,3.9926,49.42,60.23,2.237,pass,0.1823,low
BINSP-03742,1.2932,4.3864,54.32,58.97,4.874,pass,0.2845,medium
BINSP-03743,0.9108,3.6328,43.28,62.45,2.372,pass,0.1659,low
BINSP-03744,0.9794,3.8157,44.44,61.34,3.243,pass,0.1723,low
BINSP-03745,1.0179,3.5496,49.2,64.2,2.662,pass,0.2217,low
BINSP-03746,1.1014,5.4685,49.6,57.96,3.489,pass,0.275,medium
BINSP-03747,1.1589,3.5338,54.07,61.7,2.758,pass,0.2115,low
BINSP-03748,0.5439,3.5326,44.55,59.74,2.054,pass,0.1354,low
BINSP-03749,0.9406,4.4184,54.11,64.37,1.844,pass,0.2429,low
BINSP-03750,0.9942,4.9531,49.24,65.61,3.266,pass,0.2767,medium
BINSP-03751,1.0599,4.1686,48.76,63.22,2.499,pass,0.219,low
BINSP-03752,1.1691,4.0926,54.5,63.48,3.338,pass,0.2586,medium
BINSP-03753,0.9475,4.3858,51.81,62.65,2.268,pass,0.2143,low
BINSP-03754,0.9537,6.0406,48.75,59.0,1.547,pass,0.234,low
BINSP-03755,1.0198,4.2131,55.01,62.15,3.038,pass,0.2285,low
BINSP-03756,1.1189,5.4017,51.71,60.37,3.15,pass,0.2417,low
BINSP-03757,0.779,4.6897,49.89,58.53,3.355,pass,0.2271,low
BINSP-03758,0.898,4.528,55.29,58.41,3.398,pass,0.253,medium
BINSP-03759,0.8634,6.1263,54.28,62.34,3.062,pass,0.2563,medium
BINSP-03760,0.7454,4.8012,53.15,59.15,2.45,pass,0.2179,low
BINSP-03761,0.6857,3.185,56.3,64.56,2.591,pass,0.2193,low
BINSP-03762,0.9011,5.2944,48.25,58.27,2.643,pass,0.2378,low
BINSP-03763,0.6245,4.6619,54.77,60.3,3.921,pass,0.2124,low
BINSP-03764,1.2499,5.6657,47.57,61.87,4.893,pass,0.2669,medium
BINSP-03765,0.92,6.0076,50.49,61.19,3.571,pass,0.2339,low
BINSP-03766,1.1267,4.4795,50.66,57.55,3.814,pass,0.2705,medium
BINSP-03767,0.8514,4.3323,47.74,60.98,0.2,pass,0.1433,low
BINSP-03768,0.9078,5.1603,55.11,62.72,3.874,pass,0.2585,medium
BINSP-03769,0.8953,4.8347,44.78,60.13,2.06,pass,0.1815,low
BINSP-03770,1.1725,4.2231,49.46,63.69,2.839,pass,0.2416,low
BINSP-03771,1.1172,3.6365,44.22,62.76,3.745,pass,0.2052,low
BINSP-03772,1.0625,4.0052,53.08,59.85,3.979,pass,0.2322,low
BINSP-03773,1.1753,4.1236,50.81,60.51,3.317,pass,0.217,low
BINSP-03774,0.9695,5.8464,47.29,59.62,2.653,pass,0.2303,low
BINSP-03775,0.9536,4.9079,47.55,67.22,2.739,pass,0.285,medium
BINSP-03776,0.9272,3.9999,51.69,61.91,3.748,pass,0.2113,low
BINSP-03777,1.029,3.6883,55.61,60.48,3.114,pass,0.2122,low
BINSP-03778,1.2006,4.9036,56.11,61.28,3.478,pass,0.2512,medium
BINSP-03779,0.6639,4.3961,46.03,61.51,2.483,pass,0.1601,low
BINSP-03780,0.807,5.4848,56.16,63.95,5.237,pass,0.2961,medium
BINSP-03781,1.4256,3.5284,48.3,62.02,3.124,pass,0.2203,low
BINSP-03782,1.1595,4.7931,50.84,62.86,3.08,pass,0.2471,low
BINSP-03783,0.8605,5.8077,54.57,62.48,3.249,pass,0.255,medium
BINSP-03784,0.9111,4.2048,46.95,59.63,2.245,pass,0.1871,low
BINSP-03785,0.7796,4.6206,50.67,57.0,3.53,pass,0.2535,medium
BINSP-03786,0.9899,4.5354,45.26,59.27,2.789,pass,0.2056,low
BINSP-03787,1.1178,5.1353,51.91,61.18,3.985,pass,0.2402,low
BINSP-03788,1.1358,3.633,50.88,63.13,3.106,pass,0.2268,low
BINSP-03789,0.8831,3.4688,48.16,62.71,2.314,pass,0.1804,low
BINSP-03790,0.4668,5.4138,47.43,61.84,2.702,pass,0.1787,low
BINSP-03791,1.0402,6.0256,55.07,62.46,1.815,pass,0.2564,medium
BINSP-03792,0.8159,4.6797,48.55,62.89,3.007,pass,0.2121,low
BINSP-03793,1.0927,4.7162,50.79,59.18,3.011,pass,0.2393,low
BINSP-03794,0.8328,3.1788,49.51,62.59,2.793,pass,0.1796,low
BINSP-03795,1.0717,4.1781,51.89,56.29,3.926,pass,0.2851,medium
BINSP-03796,0.9085,5.6062,48.11,58.7,2.115,pass,0.2313,low
BINSP-03797,0.8279,3.5414,46.26,60.43,1.746,pass,0.1475,low
BINSP-03798,0.7983,4.3888,50.48,62.34,1.96,pass,0.1908,low
BINSP-03799,0.7295,3.0354,42.07,64.97,3.049,pass,0.1829,low
BINSP-03800,0.8698,4.6462,51.38,63.18,2.728,pass,0.226,low
BINSP-03801,1.0477,5.6378,53.08,63.34,3.702,pass,0.2783,medium
BINSP-03802,0.9861,5.1294,50.36,62.35,3.223,pass,0.2339,low
BINSP-03803,0.9321,4.0292,50.18,62.42,2.081,pass,0.1949,low
BINSP-03804,0.7701,4.6608,47.22,61.74,2.066,pass,0.1755,low
BINSP-03805,0.9684,4.7178,51.04,59.57,2.941,pass,0.2246,low
BINSP-03806,1.3877,5.3373,55.7,60.73,3.379,pass,0.2706,medium
BINSP-03807,0.9759,4.5775,49.61,58.66,3.397,pass,0.2366,low
BINSP-03808,0.9371,5.3892,60.34,62.19,1.388,pass,0.2449,low
BINSP-03809,0.9389,5.5329,54.44,61.0,2.656,pass,0.2254,low
BINSP-03810,0.8305,4.4541,52.13,62.08,2.557,pass,0.2033,low
BINSP-03811,0.7169,3.0082,40.82,63.54,1.412,pass,0.1362,low
BINSP-03812,0.5469,2.7523,46.69,61.25,2.946,pass,0.1227,low
BINSP-03813,1.0659,5.12,52.18,67.7,4.041,pass,0.3357,medium
BINSP-03814,0.8132,4.056,42.75,61.33,3.154,pass,0.1583,low
BINSP-03815,1.0749,3.8796,47.61,61.7,3.948,pass,0.205,low
BINSP-03816,0.9351,4.6469,44.32,61.91,2.619,pass,0.1863,low
BINSP-03817,1.4064,5.2747,49.46,63.07,2.418,pass,0.265,medium
BINSP-03818,0.6485,6.0573,50.65,61.24,3.098,pass,0.2112,low
BINSP-03819,0.4023,3.9126,40.0,61.71,3.136,pass,0.1222,low
BINSP-03820,1.1739,5.6616,51.27,59.74,1.564,pass,0.2398,low
BINSP-03821,0.9523,3.2512,48.73,58.24,2.43,pass,0.2,low
BINSP-03822,0.7101,4.9197,49.25,61.88,4.054,pass,0.2092,low
BINSP-03823,1.1415,6.6217,59.15,61.68,3.726,pass,0.3005,medium
BINSP-03824,1.0965,5.4616,55.17,61.84,3.173,pass,0.2564,medium
