h,r,t,relation,head_type,tail_type,weight
10258,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10259,18,29836,operated_by,AssemblyRecord,Operator,0.5
10259,19,29779,located_at,AssemblyRecord,Station,0.5
10259,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10260,18,29739,operated_by,AssemblyRecord,Operator,0.5
10260,19,29779,located_at,AssemblyRecord,Station,0.5
10260,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10261,18,29813,operated_by,AssemblyRecord,Operator,0.5
10261,19,29706,located_at,AssemblyRecord,Station,0.5
10261,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10262,18,29864,operated_by,AssemblyRecord,Operator,0.5
10262,19,29768,located_at,AssemblyRecord,Station,0.5
10262,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10263,18,29756,operated_by,AssemblyRecord,Operator,0.5
10263,19,29802,located_at,AssemblyRecord,Station,0.5
10263,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10264,18,29800,operated_by,AssemblyRecord,Operator,0.5
10264,19,29768,located_at,AssemblyRecord,Station,0.5
10264,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10265,18,29840,operated_by,AssemblyRecord,Operator,0.5
10265,19,29760,located_at,AssemblyRecord,Station,0.5
10265,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10266,18,29806,operated_by,AssemblyRecord,Operator,0.5
10266,19,29802,located_at,AssemblyRecord,Station,0.5
10266,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10267,18,29798,operated_by,AssemblyRecord,Operator,0.5
10267,19,29730,located_at,AssemblyRecord,Station,0.5
10267,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10268,18,29810,operated_by,AssemblyRecord,Operator,0.5
10268,19,29802,located_at,AssemblyRecord,Station,0.5
10268,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10269,18,29859,operated_by,AssemblyRecord,Operator,0.5
10269,19,29730,located_at,AssemblyRecord,Station,0.5
10269,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10270,18,29824,operated_by,AssemblyRecord,Operator,0.5
10270,19,29702,located_at,AssemblyRecord,Station,0.5
10270,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10271,18,29845,operated_by,AssemblyRecord,Operator,0.5
10271,19,29729,located_at,AssemblyRecord,Station,0.5
10271,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10272,18,29771,operated_by,AssemblyRecord,Operator,0.5
10272,19,29819,located_at,AssemblyRecord,Station,0.5
10272,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10273,18,29867,operated_by,AssemblyRecord,Operator,0.5
10273,19,29772,located_at,AssemblyRecord,Station,0.5
10273,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10274,18,29855,operated_by,AssemblyRecord,Operator,0.5
10274,19,29702,located_at,AssemblyRecord,Station,0.5
10274,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10275,18,29731,operated_by,AssemblyRecord,Operator,0.5
10275,19,29708,located_at,AssemblyRecord,Station,0.5
10275,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10276,18,29736,operated_by,AssemblyRecord,Operator,0.5
10276,19,29738,located_at,AssemblyRecord,Station,0.5
10276,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10277,18,29761,operated_by,AssemblyRecord,Operator,0.5
10277,19,29730,located_at,AssemblyRecord,Station,0.5
10277,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10278,18,29757,operated_by,AssemblyRecord,Operator,0.5
10278,19,29751,located_at,AssemblyRecord,Station,0.5
10278,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10279,18,29845,operated_by,AssemblyRecord,Operator,0.5
10279,19,29702,located_at,AssemblyRecord,Station,0.5
10279,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10280,18,29741,operated_by,AssemblyRecord,Operator,0.5
10280,19,29755,located_at,AssemblyRecord,Station,0.5
10280,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10281,18,29735,operated_by,AssemblyRecord,Operator,0.5
10281,19,29732,located_at,AssemblyRecord,Station,0.5
10281,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10282,18,29789,operated_by,AssemblyRecord,Operator,0.5
10282,19,29768,located_at,AssemblyRecord,Station,0.5
10282,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10283,18,29799,operated_by,AssemblyRecord,Operator,0.5
10283,19,29755,located_at,AssemblyRecord,Station,0.5
10283,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10284,18,29816,operated_by,AssemblyRecord,Operator,0.5
10284,19,29765,located_at,AssemblyRecord,Station,0.5
10284,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10285,18,29799,operated_by,AssemblyRecord,Operator,0.5
10285,19,29743,located_at,AssemblyRecord,Station,0.5
10285,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10286,18,29824,operated_by,AssemblyRecord,Operator,0.5
10286,19,29730,located_at,AssemblyRecord,Station,0.5
10286,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10287,18,29719,operated_by,AssemblyRecord,Operator,0.5
10287,19,29745,located_at,AssemblyRecord,Station,0.5
10287,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10288,18,29764,operated_by,AssemblyRecord,Operator,0.5
10288,19,29725,located_at,AssemblyRecord,Station,0.5
10288,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10289,18,29866,operated_by,AssemblyRecord,Operator,0.5
10289,19,29710,located_at,AssemblyRecord,Station,0.5
10289,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10290,18,29864,operated_by,AssemblyRecord,Operator,0.5
10290,19,29751,located_at,AssemblyRecord,Station,0.5
10290,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10291,18,29843,operated_by,AssemblyRecord,Operator,0.5
10291,19,29714,located_at,AssemblyRecord,Station,0.5
10291,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10292,18,29818,operated_by,AssemblyRecord,Operator,0.5
10292,19,29760,located_at,AssemblyRecord,Station,0.5
10292,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10293,18,29787,operated_by,AssemblyRecord,Operator,0.5
10293,19,29779,located_at,AssemblyRecord,Station,0.5
10293,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10294,18,29825,operated_by,AssemblyRecord,Operator,0.5
10294,19,29765,located_at,AssemblyRecord,Station,0.5
10294,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10295,18,29766,operated_by,AssemblyRecord,Operator,0.5
10295,19,29819,located_at,AssemblyRecord,Station,0.5
10295,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10296,18,29773,operated_by,AssemblyRecord,Operator,0.5
10296,19,29734,located_at,AssemblyRecord,Station,0.5
10296,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10297,18,29752,operated_by,AssemblyRecord,Operator,0.5
10297,19,29727,located_at,AssemblyRecord,Station,0.5
10297,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10298,18,29803,operated_by,AssemblyRecord,Operator,0.5
10298,19,29710,located_at,AssemblyRecord,Station,0.5
10298,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10299,18,29787,operated_by,AssemblyRecord,Operator,0.5
10299,19,29732,located_at,AssemblyRecord,Station,0.5
10299,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10300,18,29869,operated_by,AssemblyRecord,Operator,0.5
10300,19,29710,located_at,AssemblyRecord,Station,0.5
10300,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10301,18,29769,operated_by,AssemblyRecord,Operator,0.5
10301,19,29729,located_at,AssemblyRecord,Station,0.5
10301,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10302,18,29766,operated_by,AssemblyRecord,Operator,0.5
10302,19,29702,located_at,AssemblyRecord,Station,0.5
10302,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10303,18,29762,operated_by,AssemblyRecord,Operator,0.5
10303,19,29745,located_at,AssemblyRecord,Station,0.5
10303,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10304,18,29858,operated_by,AssemblyRecord,Operator,0.5
10304,19,29734,located_at,AssemblyRecord,Station,0.5
10304,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10305,18,29800,operated_by,AssemblyRecord,Operator,0.5
10305,19,29745,located_at,AssemblyRecord,Station,0.5
10305,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10306,18,29850,operated_by,AssemblyRecord,Operator,0.5
10306,19,29740,located_at,AssemblyRecord,Station,0.5
10306,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10307,18,29826,operated_by,AssemblyRecord,Operator,0.5
10307,19,29712,located_at,AssemblyRecord,Station,0.5
10307,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10308,18,29782,operated_by,AssemblyRecord,Operator,0.5
10308,19,29722,located_at,AssemblyRecord,Station,0.5
10308,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10309,18,29864,operated_by,AssemblyRecord,Operator,0.5
10309,19,29740,located_at,AssemblyRecord,Station,0.5
10309,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10310,18,29841,operated_by,AssemblyRecord,Operator,0.5
10310,19,29819,located_at,AssemblyRecord,Station,0.5
10310,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10311,18,29737,operated_by,AssemblyRecord,Operator,0.5
10311,19,29710,located_at,AssemblyRecord,Station,0.5
10311,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10312,18,29843,operated_by,AssemblyRecord,Operator,0.5
10312,19,29712,located_at,AssemblyRecord,Station,0.5
10312,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10313,18,29791,operated_by,AssemblyRecord,Operator,0.5
10313,19,29779,located_at,AssemblyRecord,Station,0.5
10313,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10314,18,29815,operated_by,AssemblyRecord,Operator,0.5
10314,19,29765,located_at,AssemblyRecord,Station,0.5
10314,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10315,18,29870,operated_by,AssemblyRecord,Operator,0.5
10315,19,29702,located_at,AssemblyRecord,Station,0.5
10315,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10316,18,29753,operated_by,AssemblyRecord,Operator,0.5
10316,19,29717,located_at,AssemblyRecord,Station,0.5
10316,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10317,18,29857,operated_by,AssemblyRecord,Operator,0.5
10317,19,29727,located_at,AssemblyRecord,Station,0.5
10317,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10318,18,29847,operated_by,AssemblyRecord,Operator,0.5
10318,19,29725,located_at,AssemblyRecord,Station,0.5
10318,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10319,18,29737,operated_by,AssemblyRecord,Operator,0.5
10319,19,29712,located_at,AssemblyRecord,Station,0.5
10319,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10320,18,29849,operated_by,AssemblyRecord,Operator,0.5
10320,19,29704,located_at,AssemblyRecord,Station,0.5
10320,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10321,18,29845,operated_by,AssemblyRecord,Operator,0.5
10321,19,29708,located_at,AssemblyRecord,Station,0.5
10321,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10322,18,29747,operated_by,AssemblyRecord,Operator,0.5
10322,19,29743,located_at,AssemblyRecord,Station,0.5
10322,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10323,18,29747,operated_by,AssemblyRecord,Operator,0.5
10323,19,29779,located_at,AssemblyRecord,Station,0.5
10323,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10324,18,29879,operated_by,AssemblyRecord,Operator,0.5
10324,19,29760,located_at,AssemblyRecord,Station,0.5
10324,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10325,18,29728,operated_by,AssemblyRecord,Operator,0.5
10325,19,29730,located_at,AssemblyRecord,Station,0.5
10325,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10326,18,29767,operated_by,AssemblyRecord,Operator,0.5
10326,19,29784,located_at,AssemblyRecord,Station,0.5
10326,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10327,18,29851,operated_by,AssemblyRecord,Operator,0.5
10327,19,29760,located_at,AssemblyRecord,Station,0.5
10327,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10328,18,29719,operated_by,AssemblyRecord,Operator,0.5
10328,19,29740,located_at,AssemblyRecord,Station,0.5
10328,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10329,18,29788,operated_by,AssemblyRecord,Operator,0.5
10329,19,29702,located_at,AssemblyRecord,Station,0.5
10329,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10330,18,29828,operated_by,AssemblyRecord,Operator,0.5
10330,19,29722,located_at,AssemblyRecord,Station,0.5
10330,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10331,18,29866,operated_by,AssemblyRecord,Operator,0.5
10331,19,29704,located_at,AssemblyRecord,Station,0.5
10331,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10332,18,29868,operated_by,AssemblyRecord,Operator,0.5
10332,19,29819,located_at,AssemblyRecord,Station,0.5
10332,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10333,18,29843,operated_by,AssemblyRecord,Operator,0.5
10333,19,29768,located_at,AssemblyRecord,Station,0.5
10333,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10334,18,29705,operated_by,AssemblyRecord,Operator,0.5
10334,19,29732,located_at,AssemblyRecord,Station,0.5
10334,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10335,18,29762,operated_by,AssemblyRecord,Operator,0.5
10335,19,29730,located_at,AssemblyRecord,Station,0.5
10335,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10336,18,29777,operated_by,AssemblyRecord,Operator,0.5
10336,19,29819,located_at,AssemblyRecord,Station,0.5
10336,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10337,18,29787,operated_by,AssemblyRecord,Operator,0.5
10337,19,29712,located_at,AssemblyRecord,Station,0.5
10337,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10338,18,29838,operated_by,AssemblyRecord,Operator,0.5
10338,19,29760,located_at,AssemblyRecord,Station,0.5
10338,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10339,18,29847,operated_by,AssemblyRecord,Operator,0.5
10339,19,29710,located_at,AssemblyRecord,Station,0.5
10339,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10340,18,29737,operated_by,AssemblyRecord,Operator,0.5
10340,19,29727,located_at,AssemblyRecord,Station,0.5
10340,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10341,18,29752,operated_by,AssemblyRecord,Operator,0.5
10341,19,29730,located_at,AssemblyRecord,Station,0.5
10341,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10342,18,29862,operated_by,AssemblyRecord,Operator,0.5
10342,19,29704,located_at,AssemblyRecord,Station,0.5
10342,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10343,18,29773,operated_by,AssemblyRecord,Operator,0.5
10343,19,29779,located_at,AssemblyRecord,Station,0.5
10343,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10344,18,29770,operated_by,AssemblyRecord,Operator,0.5
10344,19,29712,located_at,AssemblyRecord,Station,0.5
10344,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10345,18,29803,operated_by,AssemblyRecord,Operator,0.5
10345,19,29760,located_at,AssemblyRecord,Station,0.5
10345,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10346,18,29756,operated_by,AssemblyRecord,Operator,0.5
10346,19,29779,located_at,AssemblyRecord,Station,0.5
10346,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10347,18,29838,operated_by,AssemblyRecord,Operator,0.5
10347,19,29819,located_at,AssemblyRecord,Station,0.5
10347,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10348,18,29782,operated_by,AssemblyRecord,Operator,0.5
10348,19,29819,located_at,AssemblyRecord,Station,0.5
10348,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10349,18,29840,operated_by,AssemblyRecord,Operator,0.5
10349,19,29772,located_at,AssemblyRecord,Station,0.5
10349,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10350,18,29833,operated_by,AssemblyRecord,Operator,0.5
10350,19,29765,located_at,AssemblyRecord,Station,0.5
10350,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10351,18,29855,operated_by,AssemblyRecord,Operator,0.5
10351,19,29710,located_at,AssemblyRecord,Station,0.5
10351,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10352,18,29789,operated_by,AssemblyRecord,Operator,0.5
10352,19,29819,located_at,AssemblyRecord,Station,0.5
10352,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10353,18,29788,operated_by,AssemblyRecord,Operator,0.5
10353,19,29725,located_at,AssemblyRecord,Station,0.5
10353,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10354,18,29792,operated_by,AssemblyRecord,Operator,0.5
10354,19,29717,located_at,AssemblyRecord,Station,0.5
10354,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10355,18,29823,operated_by,AssemblyRecord,Operator,0.5
10355,19,29743,located_at,AssemblyRecord,Station,0.5
10355,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10356,18,29735,operated_by,AssemblyRecord,Operator,0.5
10356,19,29730,located_at,AssemblyRecord,Station,0.5
10356,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10357,18,29736,operated_by,AssemblyRecord,Operator,0.5
10357,19,29819,located_at,AssemblyRecord,Station,0.5
10357,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10358,18,29810,operated_by,AssemblyRecord,Operator,0.5
10358,19,29730,located_at,AssemblyRecord,Station,0.5
10358,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10359,18,29783,operated_by,AssemblyRecord,Operator,0.5
10359,19,29784,located_at,AssemblyRecord,Station,0.5
10359,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10360,18,29806,operated_by,AssemblyRecord,Operator,0.5
10360,19,29740,located_at,AssemblyRecord,Station,0.5
10360,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10361,18,29796,operated_by,AssemblyRecord,Operator,0.5
10361,19,29704,located_at,AssemblyRecord,Station,0.5
10361,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10362,18,29744,operated_by,AssemblyRecord,Operator,0.5
10362,19,29760,located_at,AssemblyRecord,Station,0.5
10362,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10363,18,29814,operated_by,AssemblyRecord,Operator,0.5
10363,19,29717,located_at,AssemblyRecord,Station,0.5
10363,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10364,18,29744,operated_by,AssemblyRecord,Operator,0.5
10364,19,29727,located_at,AssemblyRecord,Station,0.5
10364,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10365,18,29839,operated_by,AssemblyRecord,Operator,0.5
10365,19,29722,located_at,AssemblyRecord,Station,0.5
10365,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10366,18,29812,operated_by,AssemblyRecord,Operator,0.5
10366,19,29819,located_at,AssemblyRecord,Station,0.5
10366,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10367,18,29757,operated_by,AssemblyRecord,Operator,0.5
10367,19,29717,located_at,AssemblyRecord,Station,0.5
10367,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10368,18,29713,operated_by,AssemblyRecord,Operator,0.5
10368,19,29768,located_at,AssemblyRecord,Station,0.5
10368,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10369,18,29823,operated_by,AssemblyRecord,Operator,0.5
10369,19,29702,located_at,AssemblyRecord,Station,0.5
10369,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10370,18,29786,operated_by,AssemblyRecord,Operator,0.5
